country_name,GWn,GWc,regex,region,continent,GW_startdate,GW_enddate,microstate,GW_membership,cown,cowc,polity_ccode,polity_country,polity_startdate,polity_enddate,num_periods,problem_history,lon,lat,cow_startdate,cow_enddate
Finland,375,FIN,finland,Northern Europe,Europe,1917-12-06,NA,FALSE,TRUE,375,FIN,375,Finland,1917-12-06,NA,1,FALSE,25.748151,61.92411,1917-12-06,NA
Sweden,380,SWD,sweden,Northern Europe,Europe,1816-01-01,NA,FALSE,TRUE,380,SWD,380,Sweden,1800-01-01,NA,1,FALSE,18.643501,60.128161,1800-01-01,NA
Norway,385,NOR,norway,Northern Europe,Europe,1905-08-26,NA,FALSE,TRUE,385,NOR,385,Norway,1814-05-17,NA,1,FALSE,8.468946,60.472024,1905-08-26,NA
Denmark,390,DEN,denmark,Northern Europe,Europe,1816-01-01,NA,FALSE,TRUE,390,DEN,390,Denmark,1800-01-01,NA,1,FALSE,9.501785,56.26392,1800-01-01,NA
Iceland,395,ICE,iceland,Northern Europe,Europe,1944-06-17,NA,FALSE,TRUE,395,NA,395,NA,NA,NA,1,FALSE,-19.020835,64.963051,1944-06-17,NA
Abkhazia,396,ABK,abkhazia,Western Asia,Asia,2008-08-26,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,1,FALSE,43.356892,42.315407,2008-08-26,NA
South Ossetia,397,SOT,ossetia,Western Asia,Asia,2008-08-26,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,1,FALSE,43.9644051,42.2214597,2008-08-26,NA
Cape Verde,402,CAP,verde,Western Africa,Africa,1975-07-05,NA,FALSE,TRUE,402,CAP,402,Cape Verde,1975-07-05,NA,1,FALSE,-23.6051721,15.120142,1975-07-05,NA
Sao Tome and Principe,403,STP,\bs(a|ã)o.?tom(e|é),Middle Africa,Africa,1975-07-12,NA,TRUE,TRUE,403,NA,403,NA,NA,NA,1,FALSE,6.613081,0.18636,1975-07-12,NA
Guinea-Bissau,404,GNB,bissau|^(?=.*portu).*guinea|GUINEA-BISS,Western Africa,Africa,1974-09-10,NA,FALSE,TRUE,404,GNB,404,Guinea-Bissau,1974-09-10,NA,1,FALSE,-15.180413,11.803749,1974-09-10,NA
Equatorial Guinea,411,EQG,guine.*eq|eq.*guine|^(?=.*span).*guinea|EQUATORIAL G,Middle Africa,Africa,1968-10-12,NA,FALSE,TRUE,411,EQG,411,Equatorial Guinea,1968-08-12,NA,1,FALSE,10.267895,1.650801,1968-10-12,NA
Gambia,420,GAM,gambia,Western Africa,Africa,1965-02-18,NA,FALSE,TRUE,420,GAM,420,Gambia,1965-02-18,NA,1,FALSE,-15.310139,13.443182,1965-02-18,NA
Mali,432,MLI,\bmali\b,Western Africa,Africa,1960-09-22,NA,FALSE,TRUE,432,MLI,432,Mali,1960-09-22,NA,1,FALSE,-3.996166,17.570692,1960-09-22,NA
Senegal,433,SEN,senegal,Western Africa,Africa,1960-04-04,NA,FALSE,TRUE,433,SEN,433,Senegal,1960-04-04,NA,1,FALSE,-14.452362,14.497401,1960-04-04,NA
Benin,434,BEN,benin|dahome,Western Africa,Africa,1960-08-01,NA,FALSE,TRUE,434,BEN,434,Benin,1960-08-01,NA,1,FALSE,2.315834,9.30769,1960-08-01,NA
Mauritania,435,MAA,mauritania,Western Africa,Africa,1960-11-28,NA,FALSE,TRUE,435,MAA,435,Mauritania,1960-11-28,NA,1,FALSE,-10.940835,21.00789,1960-11-28,NA
Niger,436,NIR,\bniger(?!ia),Western Africa,Africa,1960-08-03,NA,FALSE,TRUE,436,NIR,436,Niger,1960-08-03,NA,1,FALSE,8.081666,17.607789,1960-08-03,NA
Cote D'Ivoire,437,CDI,ivoire|ivory,Western Africa,Africa,1960-08-07,NA,FALSE,TRUE,437,IVO,437,Ivory Coast,1960-08-07,NA,1,FALSE,-5.54708,7.539989,1960-08-07,NA
Guinea,438,GUI,^(?!.*eq)(?!.*span)(?!.*bissau)(?!.*portu)(?!.*new)(?!.*papua n).*guinea(?!-biss),Western Africa,Africa,1958-10-02,NA,FALSE,TRUE,438,GUI,438,Guinea,1958-10-02,NA,1,FALSE,-9.696645,9.945587,1958-10-02,NA
Burkina Faso (Upper Volta),439,BFO,burkina|\bfaso|upper.?volta,Western Africa,Africa,1960-08-05,NA,FALSE,TRUE,439,BFO,439,Burkina Faso,1960-08-05,NA,1,FALSE,-1.561593,12.238333,1960-08-05,NA
Liberia,450,LBR,liberia,Western Africa,Africa,1847-07-26,NA,FALSE,TRUE,450,LBR,450,Liberia,1847-07-26,NA,1,FALSE,-9.429499,6.428055,1847-07-26,NA
Sierra Leone,451,SIE,sierra,Western Africa,Africa,1961-04-27,NA,FALSE,TRUE,451,SIE,451,Sierra Leone,1961-04-27,NA,1,FALSE,-11.779889,8.460555,1961-04-27,NA
Ghana,452,GHA,ghana|gold.?coast,Western Africa,Africa,1957-03-06,NA,FALSE,TRUE,452,GHA,452,Ghana,1960-07-01,NA,1,FALSE,-1.023194,7.946527,1957-03-06,NA
Togo,461,TOG,togo,Western Africa,Africa,1960-04-27,NA,FALSE,TRUE,461,TOG,461,Togo,1960-04-27,NA,1,FALSE,0.824782,8.619543,1960-04-27,NA
Cameroon,471,CAO,cameroon,Middle Africa,Africa,1960-01-01,NA,FALSE,TRUE,471,CAO,471,Cameroon,1960-01-01,NA,1,FALSE,12.354722,7.369722,1960-01-01,NA
Nigeria,475,NIG,nigeria,Western Africa,Africa,1960-10-01,NA,FALSE,TRUE,475,NIG,475,Nigeria,1960-10-01,NA,1,FALSE,8.675277,9.081999,1960-10-01,NA
Gabon,481,GAB,gabon,Middle Africa,Africa,1960-08-17,NA,FALSE,TRUE,481,GAB,481,Gabon,1960-08-17,NA,1,FALSE,11.609444,-0.803689,1960-08-17,NA
Central African Republic,482,CEN,\bcen.*\baf|^c\.?a\.?r\.?$,Middle Africa,Africa,1960-08-13,NA,FALSE,TRUE,482,CEN,482,Central African Republic,1960-08-13,NA,1,FALSE,20.939444,6.611111,1960-08-13,NA
Chad,483,CHA,\bchad,Middle Africa,Africa,1960-08-11,NA,FALSE,TRUE,483,CHA,483,Chad,1960-08-11,NA,1,FALSE,18.732207,15.454166,1960-08-11,NA
Congo,484,CON,"^(?!.*\bdem)(?!.*\bdr)(?!.*kinshasa)(?!.*zaire)(?!.*belg)(?!.*l\w{1,2}opoldville)(?!.*free).*\bcongo",Middle Africa,Africa,1960-08-15,NA,FALSE,TRUE,484,CON,484,Congo Brazzaville,1960-08-15,NA,1,FALSE,15.827659,-0.228021,1960-08-15,NA
"Congo, Democratic Republic of (Zaire)",490,DRC,"\bdem.*congo|congo.*\bdem|congo.*\bdr|\bdr.*congo|\bd\.?r\.?c|\bd\.?r\.?o\.?c|\br\.?d\.?c|belgian.?congo|congo.?free.?state|kinshasa|zaire|l\w{1,2}opoldville",Middle Africa,Africa,1960-06-30,NA,FALSE,TRUE,490,ZAI,490,Congo Kinshasa,1960-06-30,NA,1,FALSE,21.758664,-4.038333,1960-06-30,NA
Uganda,500,UGA,uganda,Eastern Africa,Africa,1962-10-09,NA,FALSE,TRUE,500,UGA,500,Uganda,1962-10-09,NA,1,FALSE,32.290275,1.373333,1962-10-09,NA
Kenya,501,KEN,kenya|british.?east.?africa|east.?africa.?prot,Eastern Africa,Africa,1963-12-12,NA,FALSE,TRUE,501,KEN,501,Kenya,1963-12-12,NA,1,FALSE,37.906193,-0.023559,1963-12-12,NA
Tanzania/Tanganyika,510,TAZ,tanzania,Eastern Africa,Africa,1961-12-09,NA,FALSE,TRUE,510,TAZ,510,Tanzania,1961-12-09,NA,1,FALSE,34.888822,-6.369028,1961-12-09,NA
Zanzibar,511,ZAN,zanz,Eastern Africa,Africa,1963-12-19,1964-04-26,FALSE,TRUE,511,ZAN,511,NA,NA,NA,1,FALSE,-115.2705475,36.1012175,1963-12-19,1964-04-26
Burundi,516,BUI,burundi,Eastern Africa,Africa,1962-07-01,NA,FALSE,TRUE,516,BUI,516,Burundi,1962-07-01,NA,1,FALSE,29.918886,-3.373056,1962-07-01,NA
Rwanda,517,RWA,rwanda,Eastern Africa,Africa,1962-01-07,NA,FALSE,TRUE,517,RWA,517,Rwanda,1961-07-01,NA,1,FALSE,29.873888,-1.940278,1962-01-07,NA
Somalia,520,SOM,somalia,Eastern Africa,Africa,1960-07-01,NA,FALSE,TRUE,520,SOM,520,Somalia,1960-07-01,NA,1,FALSE,46.199616,5.152149,1960-07-01,NA
Somaliland,NA,NA,somaliland,Eastern Africa,Africa,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,FALSE,44.03,9.33,NA,NA
Djibouti,522,DJI,djibouti,Eastern Africa,Africa,1977-06-27,NA,FALSE,TRUE,522,DJI,522,Djibouti,1977-06-27,NA,1,FALSE,42.590275,11.825138,1977-06-27,NA
Ethiopia,530,ETH,ethiopia|abyssinia,Eastern Africa,Africa,1855-02-11,NA,FALSE,TRUE,530,ETI,529,Ethiopia,1993-05-24,NA,2,TRUE,40.489673,9.145,1855-02-11,NA
Ethiopia,530,ETH,ethiopia|abyssinia,Eastern Africa,Africa,1855-02-11,NA,FALSE,TRUE,530,ETH,530,Ethiopia,1855-02-11,1993-05-23,2,FALSE,40.489673,9.145,1855-02-11,NA
Eritrea,531,ERI,eritrea,Eastern Africa,Africa,1993-05-24,NA,FALSE,TRUE,531,ERI,531,Eritrea,1993-05-24,NA,1,FALSE,39.782334,15.179384,1993-05-24,NA
Angola,540,ANG,angola,Middle Africa,Africa,1975-11-11,NA,FALSE,TRUE,540,ANG,540,Angola,1975-11-11,NA,1,FALSE,17.873887,-11.202692,1975-11-11,NA
Mozambique,541,MZM,mozambique,Eastern Africa,Africa,1975-06-25,NA,FALSE,TRUE,541,MZM,541,Mozambique,1975-06-25,NA,1,FALSE,35.529562,-18.665695,1975-06-25,NA
Zambia,551,ZAM,zambia|northern.?rhodesia,Eastern Africa,Africa,1964-10-24,NA,FALSE,TRUE,551,ZAM,551,Zambia,1964-10-24,NA,1,FALSE,27.849332,-13.133897,1964-10-24,NA
Zimbabwe (Rhodesia),552,ZIM,zimbabwe|^(?!.*northern).*rhodesia,Eastern Africa,Africa,1965-11-11,NA,FALSE,TRUE,552,ZIM,552,Zimbabwe,1970-04-18,NA,1,FALSE,29.154857,-19.015438,1965-11-11,NA
Malawi,553,MAW,malawi|nyasa,Eastern Africa,Africa,1964-07-06,NA,FALSE,TRUE,553,MAW,553,Malawi,1964-07-06,NA,1,FALSE,34.301525,-13.254308,1964-07-06,NA
South Africa,560,SAF,\bs\w*.?africa,Southern Africa,Africa,1910-05-31,NA,FALSE,TRUE,560,SAF,560,South Africa,1910-05-31,NA,1,FALSE,22.937506,-30.559482,1910-05-31,NA
Transvaal,563,TRA,transvaal,Southern Africa,Africa,1852-01-01,1910-05-30,FALSE,TRUE,563,NA,563,NA,NA,NA,1,FALSE,28.189255,-25.7593148,1852-01-01,1910-05-30
Orange Free State,564,OFS,orange free,Southern Africa,Africa,1854-03-28,1910-05-30,FALSE,TRUE,564,OFS,564,Orange Free State,1854-02-17,1902-05-24,1,FALSE,27.4820657,-26.8831211,1854-03-28,1910-05-30
Namibia,565,NAM,namibia,Southern Africa,Africa,1990-03-21,NA,FALSE,TRUE,565,NAM,565,Namibia,1990-03-21,NA,1,FALSE,18.49041,-22.95764,1990-03-21,NA
Lesotho,570,LES,lesotho|basuto,Southern Africa,Africa,1966-10-04,NA,FALSE,TRUE,570,LES,570,Lesotho,1966-10-04,NA,1,FALSE,28.233608,-29.609988,1966-10-04,NA
Botswana,571,BOT,botswana|bechuana,Southern Africa,Africa,1966-09-30,NA,FALSE,TRUE,571,BOT,571,Botswana,1966-09-30,NA,1,FALSE,24.684866,-22.328474,1966-09-30,NA
Swaziland,572,SWA,swaziland,Southern Africa,Africa,1968-09-06,NA,FALSE,TRUE,572,SWA,572,Swaziland,1968-09-06,NA,1,FALSE,31.465866,-26.522503,1968-09-06,NA
Madagascar (Malagasy),580,MAG,madagascar|malagasy,Eastern Africa,Africa,1960-06-26,NA,FALSE,TRUE,580,MAG,580,Madagascar,1960-06-26,NA,2,FALSE,46.869107,-18.766947,1960-06-26,NA
Madagascar (Malagasy),580,MAG,madagascar|malagasy,Eastern Africa,Africa,1816-01-01,1896-08-05,FALSE,TRUE,580,MAG,580,Madagascar,1960-06-26,NA,2,FALSE,46.869107,-18.766947,1800-01-01,1896-08-05
Comoros,581,COM,comoro,Eastern Africa,Africa,1975-07-06,NA,FALSE,TRUE,581,COM,581,Comoros,1975-07-06,NA,1,FALSE,43.3333,-11.6455,1975-07-06,NA
Mauritius,590,MAS,mauritius,Eastern Africa,Africa,1968-03-12,NA,FALSE,TRUE,590,MAS,590,Mauritius,1968-03-12,NA,1,FALSE,57.552152,-20.348404,1968-03-12,NA
Seychelles,591,SEY,seychell,Eastern Africa,Africa,1976-06-29,NA,TRUE,TRUE,591,NA,591,NA,NA,NA,1,FALSE,55.491977,-4.679574,1976-06-29,NA
Morocco,600,MOR,morocco|\bmaroc,Northern Africa,Africa,1816-01-01,1904-01-01,FALSE,TRUE,600,MOR,600,Morocco,1800-01-01,1912-03-20,4,FALSE,-7.09262,31.791702,1800-01-01,1904-01-01
Morocco,600,MOR,morocco|\bmaroc,Northern Africa,Africa,1816-01-01,1904-01-01,FALSE,TRUE,600,MOR,600,Morocco,1956-03-02,NA,4,FALSE,-7.09262,31.791702,1800-01-01,1904-01-01
Morocco,600,MOR,morocco|\bmaroc,Northern Africa,Africa,1956-03-02,NA,FALSE,TRUE,600,MOR,600,Morocco,1800-01-01,1912-03-20,4,FALSE,-7.09262,31.791702,1956-03-02,NA
Morocco,600,MOR,morocco|\bmaroc,Northern Africa,Africa,1956-03-02,NA,FALSE,TRUE,600,MOR,600,Morocco,1956-03-02,NA,4,FALSE,-7.09262,31.791702,1956-03-02,NA
Western Sahara,605,SAH,western sahara|sahrawi,Northern Africa,Africa,1976-02-27,NA,TRUE,FALSE,605,SAH,605,Western Sahara,1976-02-27,NA,1,FALSE,-10.566944,26.158056,NA,NA
Algeria,615,ALG,algeria,Northern Africa,Africa,1816-01-01,1830-07-05,FALSE,TRUE,615,ALG,615,Algeria,1962-07-05,NA,2,FALSE,1.659626,28.033886,1816-01-01,1830-07-05
Algeria,615,ALG,algeria,Northern Africa,Africa,1962-07-05,NA,FALSE,TRUE,615,ALG,615,Algeria,1962-07-05,NA,2,FALSE,1.659626,28.033886,1962-07-05,NA
Tunisia,616,TUN,tunisia,Northern Africa,Africa,1816-01-01,1881-05-12,FALSE,TRUE,616,TUN,616,Tunisia,1959-06-01,NA,2,FALSE,9.537499,33.886917,1800-01-01,1881-05-12
Tunisia,616,TUN,tunisia,Northern Africa,Africa,1956-01-01,NA,FALSE,TRUE,616,TUN,616,Tunisia,1959-06-01,NA,2,FALSE,9.537499,33.886917,1956-01-01,NA
Libya,620,LIB,libya,Northern Africa,Africa,1816-01-01,1834-12-31,FALSE,TRUE,620,LIB,620,Libya,1951-12-24,NA,2,FALSE,17.228331,26.3351,1800-01-01,1834-12-31
Libya,620,LIB,libya,Northern Africa,Africa,1951-12-24,NA,FALSE,TRUE,620,LIB,620,Libya,1951-12-24,NA,2,FALSE,17.228331,26.3351,1951-12-24,NA
Sudan,625,SUD,^(?!.*\bs(?!u)).*sudan,Northern Africa,Africa,1956-01-01,NA,FALSE,TRUE,625,SUD,625,Sudan,1956-01-01,2011-07-08,2,FALSE,30.217636,12.862807,1956-01-01,NA
Sudan,625,SUD,^(?!.*\bs(?!u)).*sudan,Northern Africa,Africa,1956-01-01,NA,FALSE,TRUE,625,SDN,626,Sudan,2011-07-09,NA,2,TRUE,30.217636,12.862807,1956-01-01,NA
South Sudan,626,SSD,\bs\w*.?sudan,Northern Africa,Africa,2011-07-09,NA,FALSE,TRUE,626,SSU,525,South Sudan,2011-07-09,NA,1,FALSE,31.3069788,6.8769919,2011-07-09,NA
Iran (Persia),630,IRN,\biran|persia,Southern Asia,Asia,1816-01-01,NA,FALSE,TRUE,630,IRN,630,Iran,1800-01-01,NA,1,FALSE,53.688046,32.427908,1800-01-01,NA
Turkey (Ottoman Empire),640,TUR,turkey|ottoman,Western Asia,Asia,1816-01-01,NA,FALSE,TRUE,640,TUR,640,Turkey,1800-01-01,NA,1,FALSE,35.243322,38.963745,1800-01-01,NA
Iraq,645,IRQ,\biraq|mesopotamia,Western Asia,Asia,1932-10-03,NA,FALSE,TRUE,645,IRQ,645,Iraq,1924-07-10,NA,1,FALSE,43.679291,33.223191,1932-10-03,NA
Egypt,651,EGY,egypt,Northern Africa,Africa,1827-01-01,1855-12-31,FALSE,TRUE,651,EGY,651,Egypt,1922-03-01,NA,2,FALSE,30.802498,26.820553,1827-01-01,1855-12-31
Egypt,651,EGY,egypt,Northern Africa,Africa,1922-02-28,NA,FALSE,TRUE,651,EGY,651,Egypt,1922-03-01,NA,2,FALSE,30.802498,26.820553,1922-02-28,NA
Syria,652,SYR,syria,Western Asia,Asia,1946-01-01,NA,FALSE,TRUE,652,SYR,652,Syria,1944-07-01,NA,1,FALSE,38.996815,34.802075,1946-01-01,NA
Lebanon,660,LEB,lebanon,Western Asia,Asia,1944-11-22,NA,FALSE,TRUE,660,LEB,660,Lebanon,1943-11-22,NA,1,FALSE,35.862285,33.854721,1944-11-22,NA
Jordan,663,JOR,jordan,Western Asia,Asia,1946-05-25,NA,FALSE,TRUE,663,JOR,663,Jordan,1946-05-25,NA,1,FALSE,36.238414,30.585164,1946-05-25,NA
Israel,666,ISR,israel(?!.+occupied),Western Asia,Asia,1948-05-14,NA,FALSE,TRUE,666,ISR,666,Israel,1948-05-14,NA,1,FALSE,34.851612,31.046051,1948-05-14,NA
"Israel, pre-1967 borders",666.001,ISR.1,israel.+pre-1967,Western Asia,Asia,1948-05-14,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,1,FALSE,34.851612,31.046051,NA,NA
"Israel, occupied territories only",666.002,ISR.2,israel.+occupied.+only|israel.+occupied.+territor,Western Asia,Asia,1948-05-14,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,FALSE,34.851612,31.046051,1948-05-14,NA
"Palestine, State of",NA,NA,^(?!.*british.*)palestin(?!.*british)|west bank|gaza,Western Asia,Asia,1948-05-14,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,FALSE,34.851612,31.046051,1948-05-14,NA
British Mandate of Palestine,NA,NA,mandat.*palestine|british.*palestine|palestine.*british|palestine,Western Asia,Asia,1920-04-25,1948-05-13,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,FALSE,34.851612,31.046051,NA,NA
Saudi Arabia,670,SAU,\bsa\w*.?arabia,Western Asia,Asia,1932-09-23,NA,FALSE,TRUE,670,SAU,670,Saudi Arabia,1926-01-16,NA,1,FALSE,45.079162,23.885942,1932-09-23,NA
Yemen (Arab Republic of Yemen),678,YEM,^(?!.*arab)(?!.*north)(?!.*sana)(?!.*peo)(?!.*dem)(?!.*south)(?!.*aden)(?!.*\bp\.?d\.?r).*yemen,Western Asia,Asia,1918-10-30,NA,FALSE,TRUE,678,YAR,678,Yemen North,1918-10-30,1990-05-21,4,FALSE,48.516388,15.552727,1918-10-30,NA
Yemen (Arab Republic of Yemen),678,YEM,^(?!.*arab)(?!.*north)(?!.*sana)(?!.*peo)(?!.*dem)(?!.*south)(?!.*aden)(?!.*\bp\.?d\.?r).*yemen,Western Asia,Asia,1918-10-30,NA,FALSE,TRUE,679,YEM,679,Yemen,1990-05-22,NA,4,TRUE,48.516388,15.552727,1918-10-30,NA
Yemen (Arab Republic of Yemen),678,YEM,^(?=.*arab).*yemen|^(?=.*north).*yemen|^(?=.*sana).*yemen,Western Asia,Asia,1918-10-30,NA,FALSE,TRUE,678,YAR,678,Yemen North,1918-10-30,1990-05-21,4,FALSE,48.516388,15.552727,1918-10-30,NA
Yemen (Arab Republic of Yemen),678,YEM,^(?=.*arab).*yemen|^(?=.*north).*yemen|^(?=.*sana).*yemen,Western Asia,Asia,1918-10-30,NA,FALSE,TRUE,679,YEM,679,Yemen,1990-05-22,NA,4,TRUE,48.516388,15.552727,1918-10-30,NA
"Yemen, People's Republic of",680,YPR,^(?=.*peo).*yemen|^(?!.*rep)(?=.*dem).*yemen|^(?=.*south).*yemen|^(?=.*aden).*yemen|^(?=.*\bp\.?d\.?r).*yemen,Western Asia,Asia,1967-11-30,1990-05-21,FALSE,TRUE,680,YPR,680,Yemen South,1967-11-30,1990-05-21,1,FALSE,45.033333,12.8,1967-11-30,1990-05-21
Kuwait,690,KUW,kuwait,Western Asia,Asia,1961-06-19,NA,FALSE,TRUE,690,KUW,690,Kuwait,1963-01-29,NA,1,FALSE,47.481766,29.31166,1961-06-19,NA
Bahrain,692,BAH,bahrain,Western Asia,Asia,1971-08-15,NA,FALSE,TRUE,692,BAH,692,Bahrain,1971-08-15,NA,1,FALSE,50.5577,26.0667,1971-08-15,NA
Qatar,694,QAT,qatar,Western Asia,Asia,1971-09-03,NA,FALSE,TRUE,694,QAT,694,Qatar,1971-09-03,NA,1,FALSE,51.183884,25.354826,1971-09-03,NA
United Arab Emirates,696,UAE,emirates|^u\.?a\.?e\.?$|united.?arab.?e,Western Asia,Asia,1971-12-02,NA,FALSE,TRUE,696,UAE,696,United Arab Emirates,1971-12-02,NA,1,FALSE,53.847818,23.424076,1971-12-02,NA
Oman,698,OMA,\boman|trucial,Western Asia,Asia,1816-01-01,NA,FALSE,TRUE,698,OMA,698,Oman,1800-01-01,NA,1,FALSE,55.923255,21.512583,1800-01-01,NA
Afghanistan,700,AFG,afghan,Southern Asia,Asia,1816-01-01,1888-12-30,FALSE,TRUE,700,AFG,700,Afghanistan,1800-01-01,NA,2,FALSE,67.709953,33.93911,1800-01-01,1888-12-30
Afghanistan,700,AFG,afghan,Southern Asia,Asia,1919-05-01,NA,FALSE,TRUE,700,AFG,700,Afghanistan,1800-01-01,NA,2,FALSE,67.709953,33.93911,1919-05-01,NA
Turkmenistan,701,TKM,turkmen,Central Asia,Asia,1991-10-27,NA,FALSE,TRUE,701,TKM,701,Turkmenistan,1991-10-27,NA,1,FALSE,59.556278,38.969719,1991-10-27,NA
Tajikistan,702,TAJ,tajik,Central Asia,Asia,1991-09-09,NA,FALSE,TRUE,702,TAJ,702,Tajikistan,1991-09-09,NA,1,FALSE,71.276093,38.861034,1991-09-09,NA
Kyrgyz Republic,703,KYR,kyrgyz|kirghiz,Central Asia,Asia,1991-08-31,NA,FALSE,TRUE,703,KYR,703,Kyrgyzstan,1991-08-31,NA,1,FALSE,74.766098,41.20438,1991-08-31,NA
Uzbekistan,704,UZB,uzbek,Central Asia,Asia,1991-08-31,NA,FALSE,TRUE,704,UZB,704,Uzbekistan,1991-08-31,NA,1,FALSE,64.585262,41.377491,1991-08-31,NA
Kazakhstan,705,KZK,kazak,Central Asia,Asia,1991-12-16,NA,FALSE,TRUE,705,KZK,705,Kazakhstan,1991-12-16,NA,1,FALSE,66.923684,48.019573,1991-12-16,NA
China,710,CHN,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai).*china|^p\.?r\.?c\.?$,Eastern Asia,Asia,1816-01-01,NA,FALSE,TRUE,710,CHN,710,China,1800-01-01,NA,1,FALSE,104.195397,35.86166,1800-01-01,NA
Tibet,711,TBT,tibet,Eastern Asia,Asia,1913-01-01,1950-10-01,FALSE,TRUE,711,NA,711,NA,NA,NA,1,FALSE,-101.6620418,21.194974,1913-01-01,1950-10-01
Mongolia,712,MON,mongolia,Eastern Asia,Asia,1921-03-13,NA,FALSE,TRUE,712,MON,712,Mongolia,1924-10-26,NA,1,FALSE,103.846656,46.862496,1921-03-13,NA
Taiwan,713,TAW,taiwan|taipei|formosa,Eastern Asia,Asia,1949-12-08,NA,FALSE,TRUE,713,TAW,713,Taiwan,1949-10-01,NA,1,FALSE,120.960515,23.69781,1949-12-08,NA
Korea,730,KOR,korea,Eastern Asia,Asia,1816-01-01,1910-08-22,FALSE,TRUE,730,KOR,730,Korea,1800-01-01,1910-08-22,1,FALSE,127.766922,35.907757,1800-01-01,1910-08-22
"Korea, People's Republic of",731,PRK,^(?=.*dem).*\bkorea|^(?=.*peo).*\bkorea|^(?=.*nor).*\bkorea|\bd\.?p\.?r\.?k,Eastern Asia,Asia,1948-09-09,NA,FALSE,TRUE,731,PRK,731,Korea North,1948-05-01,NA,1,FALSE,127.510093,40.339852,1948-09-09,NA
"Korea, Republic of",732,ROK,^(?!.*dem)(?!.*peo)(?!.*nor).*\bkorea|\br\.?o\.?k\b,Eastern Asia,Asia,1948-08-15,NA,FALSE,TRUE,732,ROK,732,Korea South,1948-08-15,NA,1,FALSE,127.766922,35.907757,1948-08-15,NA
Japan,740,JPN,japan,Eastern Asia,Asia,1816-01-01,NA,FALSE,TRUE,740,JPN,740,Japan,1800-01-01,NA,1,FALSE,138.252924,36.204824,1800-01-01,NA
India,750,IND,india(?!.*ocea)(?!.*kashmir),Southern Asia,Asia,1947-08-15,NA,FALSE,TRUE,750,IND,750,India,1950-01-26,NA,1,FALSE,78.96288,20.593684,1947-08-15,NA
Hyderabad,751,HYD,hyderab,Southern Asia,Asia,1947-06-30,1948-09-13,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,FALSE,78.48,17.37,NA,NA
Bhutan,760,BHU,bhutan,Southern Asia,Asia,1949-01-01,NA,FALSE,TRUE,760,BHU,760,Bhutan,1907-12-17,NA,1,FALSE,90.433601,27.514162,1949-01-01,NA
Pakistan,770,PAK,^(?!.*east).*paki?stan(?!.*kashmir),Southern Asia,Asia,1947-08-14,NA,FALSE,TRUE,770,PKS,769,Pakistan,1947-08-14,1971-12-31,2,TRUE,69.345116,30.375321,1947-08-14,NA
Pakistan,770,PAK,^(?!.*east).*paki?stan(?!.*kashmir),Southern Asia,Asia,1947-08-14,NA,FALSE,TRUE,770,PAK,770,Pakistan,1972-01-01,NA,2,FALSE,69.345116,30.375321,1947-08-14,NA
Bangladesh,771,BNG,bangladesh|^(?=.*east).*paki?stan,Southern Asia,Asia,1971-12-16,NA,FALSE,TRUE,771,BNG,771,Bangladesh,1972-04-18,NA,1,FALSE,90.356331,23.684994,1971-12-16,NA
Myanmar (Burma),775,MYA,myanmar|burma,South-Eastern Asia,Asia,1816-01-01,1885-12-31,FALSE,TRUE,775,MYA,775,Myanmar (Burma),1948-01-04,NA,2,FALSE,95.956223,21.913965,1800-01-01,1885-12-31
Myanmar (Burma),775,MYA,myanmar|burma,South-Eastern Asia,Asia,1948-01-04,NA,FALSE,TRUE,775,MYA,775,Myanmar (Burma),1948-01-04,NA,2,FALSE,95.956223,21.913965,1948-01-04,NA
Sri Lanka (Ceylon),780,SRI,sri.?lanka|ceylon,Southern Asia,Asia,1948-02-04,NA,FALSE,TRUE,780,SRI,780,Sri Lanka,1948-02-04,NA,1,FALSE,80.771797,7.873054,1948-02-04,NA
Maldives,781,MAD,maldive,Southern Asia,Asia,1965-05-26,NA,FALSE,TRUE,781,NA,781,NA,NA,NA,1,FALSE,73.5361034,1.977247,1965-05-26,NA
Nepal,790,NEP,nepal,Southern Asia,Asia,1816-01-01,NA,FALSE,TRUE,790,NEP,790,Nepal,1800-01-01,NA,1,FALSE,84.124008,28.394857,1800-01-01,NA
Thailand,800,THI,thailand|\bsiam,South-Eastern Asia,Asia,1816-01-01,NA,FALSE,TRUE,800,THI,800,Thailand,1800-01-01,NA,1,FALSE,100.992541,15.870032,1800-01-01,NA
Cambodia (Kampuchea),811,CAM,cambodia|kampuchea|khmer|^p\.?r\.?k\.?$,South-Eastern Asia,Asia,1953-11-09,NA,FALSE,TRUE,811,CAM,811,Cambodia,1953-11-09,NA,1,FALSE,104.990963,12.565679,1953-11-09,NA
