Country,Year,Score
Uruguay,1964,102
Uruguay,1965,99
Uruguay,1966,99
Uruguay,1967,101
Uruguay,1968,99
Uruguay,1969,101
Uruguay,1970,101
Uruguay,1971,102
Uruguay,1972,104
Uruguay,1973,57
Uruguay,1974,56
Uruguay,1975,56
Uruguay,1976,56
Uruguay,1977,56
Venezuela,1948,41
Venezuela,1949,42
Venezuela,1950,41
Venezuela,1951,41
Venezuela,1952,58
Venezuela,1953,69
Venezuela,1954,71
Venezuela,1955,69
Venezuela,1956,69
Venezuela,1957,56
Venezuela,1958,60
Venezuela,1959,85
Venezuela,1960,84
Venezuela,1961,87
Venezuela,1962,87
Venezuela,1963,82
Venezuela,1964,85
Venezuela,1965,87
Venezuela,1966,87
Venezuela,1967,88
Venezuela,1968,88
Venezuela,1969,90
Venezuela,1970,89
Venezuela,1971,89
Venezuela,1972,90
Venezuela,1973,91
Venezuela,1974,91
Venezuela,1975,90
Venezuela,1976,90
Venezuela,1977,89
Venezuela,1978,95
Venezuela,1979,94
Venezuela,1980,94
Venezuela,1981,94
Venezuela,1982,94
Vietnam,1976,64
Vietnam,1977,64
Vietnam,1978,63
Vietnam,1979,62
Vietnam,1980,62
Vietnam,1981,62
Vietnam,1982,61
Vietnam PR,1960,63
Vietnam PR,1961,63
Vietnam PR,1962,64
Vietnam PR,1963,64
Vietnam PR,1964,64
Vietnam PR,1965,64
Vietnam PR,1966,60
Vietnam PR,1967,66
Vietnam PR,1968,65
Vietnam PR,1969,63
Vietnam PR,1970,62
Vietnam PR,1971,63
Vietnam PR,1972,64
Vietnam PR,1973,64
Vietnam PR,1974,64
Vietnam PR,1975,64
Vietnam S,1960,74
Vietnam S,1961,74
Vietnam S,1962,76
Vietnam S,1963,41
Vietnam S,1964,41
Vietnam S,1965,44
Vietnam S,1966,41
Vietnam S,1975,52
Western Samoa,1967,76
Western Samoa,1968,76
Western Samoa,1969,76
Western Samoa,1970,76
Western Samoa,1971,77
Western Samoa,1972,77
Western Samoa,1973,77
Western Samoa,1974,77
Western Samoa,1975,77
Western Samoa,1976,77
Western Samoa,1977,77
Western Samoa,1978,76
Western Samoa,1979,99
Western Samoa,1980,99
Western Samoa,1981,99
Western Samoa,1982,99
Yemen AR,1948,42
Yemen AR,1949,43
Yemen AR,1950,41
Yemen AR,1951,43
Yemen AR,1952,45
Yemen AR,1953,43
Yemen AR,1954,45
Yemen AR,1955,42
Yemen AR,1956,43
Yemen AR,1957,39
Yemen AR,1958,42
Yemen AR,1959,42
Yemen AR,1960,42
Yemen AR,1961,42
Yemen AR,1962,44
Yemen AR,1963,45
Yemen AR,1964,44
Yemen AR,1965,45
Yemen AR,1966,48
Yemen AR,1967,46
Yemen AR,1968,48
Yemen AR,1969,51
Yemen AR,1970,47
Yemen AR,1971,59
Yemen AR,1972,60
Yemen AR,1973,61
Yemen AR,1974,55
Yemen AR,1975,56
Yemen AR,1976,56
Yemen AR,1977,56
Yemen AR,1978,57
Yemen AR,1979,55
Yemen AR,1980,55
Yemen AR,1981,56
Yemen AR,1982,54
Yemen PDR,1967,48
Yemen PDR,1968,47
Yemen PDR,1969,48
Yemen PDR,1970,47
Yemen PDR,1971,56
Yemen PDR,1972,58
Yemen PDR,1973,57
Yemen PDR,1974,58
Yemen PDR,1975,58
Yemen PDR,1976,58
Yemen PDR,1977,57
Yemen PDR,1978,67
Yemen PDR,1979,66
Yemen PDR,1980,66
Yemen PDR,1981,65
Yemen PDR,1982,65
Yugoslavia,1948,54
Yugoslavia,1949,57
Yugoslavia,1950,55
Yugoslavia,1951,53
Yugoslavia,1952,53
Yugoslavia,1953,71
Yugoslavia,1954,71
Yugoslavia,1955,70
Yugoslavia,1956,69
Yugoslavia,1957,70
Yugoslavia,1958,70
Yugoslavia,1959,70
Yugoslavia,1960,71
Yugoslavia,1961,71
Yugoslavia,1962,71
Yugoslavia,1963,72
Yugoslavia,1964,72
Yugoslavia,1965,72
Yugoslavia,1966,71
Yugoslavia,1967,71
Yugoslavia,1968,73
Yugoslavia,1969,73
Yugoslavia,1970,72
Yugoslavia,1971,72
Yugoslavia,1972,73
Yugoslavia,1973,74
Yugoslavia,1974,74
Yugoslavia,1975,73
Yugoslavia,1976,73
Yugoslavia,1977,73
Yugoslavia,1978,74
Yugoslavia,1979,73
Yugoslavia,1980,72
Yugoslavia,1981,70
Yugoslavia,1982,72
Zaire,1960,75
Zaire,1961,72
Zaire,1962,78
Zaire,1963,55
Zaire,1964,44
Zaire,1965,46
Zaire,1966,43
Zaire,1967,46
Zaire,1968,47
Zaire,1969,49
Zaire,1970,65
Zaire,1971,67
Zaire,1972,67
Zaire,1973,67
Zaire,1974,68
Zaire,1975,67
Zaire,1976,68
Zaire,1977,67
Zaire,1978,65
Zaire,1979,66
Zaire,1980,65
Zaire,1981,65
Zaire,1982,65
Zambia,1967,75
Zambia,1968,75
Zambia,1969,76
Zambia,1970,75
Zambia,1971,76
Zambia,1972,77
Zambia,1973,68
Zambia,1974,68
Zambia,1975,68
Zambia,1976,67
Zambia,1977,66
Zambia,1978,66
Zambia,1979,65
Zambia,1980,66
Zambia,1981,65
Zambia,1982,65
Zimbabwe,1967,66
Zimbabwe,1968,67
Zimbabwe,1969,67
Zimbabwe,1970,69
Zimbabwe,1971,70
Zimbabwe,1972,69
Zimbabwe,1973,71
Zimbabwe,1974,72
Zimbabwe,1975,71
Zimbabwe,1976,72
Zimbabwe,1977,82
Zimbabwe,1978,68
Zimbabwe,1979,47
Zimbabwe,1980,87
Zimbabwe,1981,91
Zimbabwe,1982,89
