Country,Year,Score
Afghanistan,1948,54
Afghanistan,1949,55
Afghanistan,1950,54
Afghanistan,1951,55
Afghanistan,1952,56
Afghanistan,1953,55
Afghanistan,1954,56
Afghanistan,1955,54
Afghanistan,1956,55
Afghanistan,1957,52
Afghanistan,1958,54
Afghanistan,1959,54
Afghanistan,1960,54
Afghanistan,1961,55
Afghanistan,1962,56
Afghanistan,1963,56
Afghanistan,1964,45
Afghanistan,1965,64
Afghanistan,1966,64
Afghanistan,1967,65
Afghanistan,1968,65
Afghanistan,1969,66
Afghanistan,1970,66
Afghanistan,1971,66
Afghanistan,1972,67
Afghanistan,1973,50
Afghanistan,1974,51
Afghanistan,1975,51
Afghanistan,1976,51
Afghanistan,1977,51
Afghanistan,1978,47
Afghanistan,1979,46
Afghanistan,1980,46
Afghanistan,1981,47
Afghanistan,1982,46
Albania,1948,57
Albania,1949,59
Albania,1950,60
Albania,1951,57
Albania,1952,59
Albania,1953,58
Albania,1954,60
Albania,1955,58
Albania,1956,60
Albania,1957,57
Albania,1958,59
Albania,1959,58
Albania,1960,59
Albania,1961,58
Albania,1962,60
Albania,1963,60
Albania,1964,60
Albania,1965,60
Albania,1966,61
Albania,1967,61
Albania,1968,62
Albania,1969,63
Albania,1970,62
Albania,1971,63
Albania,1972,64
Albania,1973,64
Albania,1974,64
Albania,1975,64
Albania,1976,64
Albania,1977,64
Albania,1978,63
Albania,1979,62
Albania,1980,62
Albania,1981,62
Albania,1982,61
Algeria,1967,46
Algeria,1968,46
Algeria,1969,49
Algeria,1970,47
Algeria,1971,49
Algeria,1972,50
Algeria,1973,50
Algeria,1974,51
Algeria,1975,51
Algeria,1976,53
Algeria,1977,67
Algeria,1978,67
Algeria,1979,66
Algeria,1980,65
Algeria,1981,67
Algeria,1982,65
Angola,1975,51
Angola,1976,54
Angola,1977,50
Angola,1978,48
Angola,1979,48
Angola,1980,62
Angola,1981,62
Angola,1982,61
Argentina,1948,81
Argentina,1949,72
Argentina,1950,65
Argentina,1951,65
Argentina,1952,69
Argentina,1953,70
Argentina,1954,69
Argentina,1955,32
Argentina,1956,36
Argentina,1957,38
Argentina,1958,70
Argentina,1959,73
Argentina,1960,77
Argentina,1961,78
Argentina,1962,43
Argentina,1963,78
Argentina,1964,76
Argentina,1965,80
Argentina,1966,43
Argentina,1967,45
Argentina,1968,45
Argentina,1969,48
Argentina,1970,48
Argentina,1971,52
Argentina,1972,51
Argentina,1973,87
Argentina,1974,89
Argentina,1975,87
Argentina,1976,52
Argentina,1977,52
Argentina,1978,52
Argentina,1979,48
Argentina,1980,48
Argentina,1981,46
Argentina,1982,47
Australia,1948,98
Australia,1949,97
Australia,1950,97
Australia,1951,99
Australia,1952,98
Australia,1953,97
Australia,1954,98
Australia,1955,97
Australia,1956,98
Australia,1957,97
Australia,1958,98
Australia,1959,97
Australia,1960,98
Australia,1961,98
Australia,1962,98
Australia,1963,99
Australia,1964,100
Australia,1965,99
Australia,1966,101
Australia,1967,100
Australia,1968,99
Australia,1969,102
Australia,1970,103
Australia,1971,101
Australia,1972,101
Australia,1973,102
Australia,1974,103
Australia,1975,103
Australia,1976,106
Australia,1977,102
Australia,1978,101
Australia,1979,100
Australia,1980,100
Australia,1981,100
Australia,1982,100
Austria,1960,99
Austria,1961,100
Austria,1962,99
Austria,1963,100
Austria,1964,100
Austria,1965,100
Austria,1966,99
Austria,1967,100
Austria,1968,100
Austria,1969,101
Austria,1970,101
Austria,1971,102
Austria,1972,102
Austria,1973,103
Austria,1974,103
Austria,1975,102
Austria,1976,102
Austria,1977,101
Austria,1978,102
Austria,1979,100
Austria,1980,100
Austria,1981,99
Austria,1982,99
Bahamas,1973,97
Bahamas,1974,97
Bahamas,1975,96
Bahamas,1976,96
Bahamas,1977,96
Bahamas,1978,95
Bahamas,1979,94
Bahamas,1980,94
Bahamas,1981,94
Bahamas,1982,94
Bahrain,1972,60
Bahrain,1973,61
Bahrain,1974,61
Bahrain,1975,51
Bahrain,1976,51
Bahrain,1977,51
Bahrain,1978,50
Bahrain,1979,48
Bahrain,1980,48
Bahrain,1981,47
Bahrain,1982,46
Bangladesh,1972,82
Bangladesh,1973,87
Bangladesh,1974,67
Bangladesh,1975,50
Bangladesh,1976,50
Bangladesh,1977,50
Bangladesh,1978,53
Bangladesh,1979,75
Bangladesh,1980,75
Bangladesh,1981,75
Bangladesh,1982,45
Barbados,1967,101
Barbados,1968,101
Barbados,1969,102
Barbados,1970,101
Barbados,1971,96
Barbados,1972,97
Barbados,1973,97
Barbados,1974,97
Barbados,1975,96
Barbados,1976,96
Barbados,1977,96
Barbados,1978,95
Barbados,1979,94
Barbados,1980,94
Barbados,1981,100
Barbados,1982,100
Belgium,1948,96
Belgium,1949,98
Belgium,1950,99
Belgium,1951,98
Belgium,1952,98
Belgium,1953,99
Belgium,1954,98
Belgium,1955,101
Belgium,1956,97
Belgium,1957,97
Belgium,1958,98
Belgium,1959,97
Belgium,1960,98
Belgium,1961,99
Belgium,1962,98
Belgium,1963,100
Belgium,1964,100
Belgium,1965,99
Belgium,1966,99
Belgium,1967,99
Belgium,1968,100
Belgium,1969,101
Belgium,1970,100
Belgium,1971,101
Belgium,1972,104
Belgium,1973,102
Belgium,1974,102
Belgium,1975,102
Belgium,1976,102
Belgium,1977,101
Belgium,1978,100
Belgium,1979,101
Belgium,1980,99
Belgium,1981,100
Belgium,1982,100
Benin,1960,69
Benin,1961,68
Benin,1962,69
Benin,1963,44
Benin,1964,64
Benin,1965,44
Benin,1966,46
Benin,1967,47
Benin,1968,46
Benin,1969,49
Benin,1970,48
Benin,1971,48
Benin,1972,49
Benin,1973,50
Benin,1974,51
Benin,1975,51
Benin,1976,51
Benin,1977,51
Benin,1978,50
Benin,1979,62
Benin,1980,66
Benin,1981,65
Benin,1982,65
Bhutan,1972,57
Bhutan,1973,57
Bhutan,1974,58
Bhutan,1975,58
Bhutan,1976,58
Bhutan,1977,58
Bhutan,1978,57
Bhutan,1979,56
Bhutan,1980,56
Bolivia,1948,76
Bolivia,1949,76
Bolivia,1950,75
Bolivia,1951,41
Bolivia,1952,43
Bolivia,1953,41
Bolivia,1954,44
Bolivia,1955,42
Bolivia,1956,77
Bolivia,1957,77
Bolivia,1958,77
Bolivia,1959,77
Bolivia,1960,79
Bolivia,1961,78
Bolivia,1962,78
Bolivia,1963,85
Bolivia,1964,44
Bolivia,1965,42
Bolivia,1966,74
Bolivia,1967,74
Bolivia,1968,75
Bolivia,1969,49
Bolivia,1970,49
Bolivia,1971,49
Bolivia,1972,50
Bolivia,1973,52
Bolivia,1974,50
Bolivia,1975,53
Bolivia,1976,53
Bolivia,1977,51
Bolivia,1978,47
Bolivia,1979,97
Bolivia,1980,46
Bolivia,1981,48
Bolivia,1982,98
Botswana,1967,90
Botswana,1968,90
Botswana,1969,91
Botswana,1970,97
Botswana,1971,98
Botswana,1972,98
Botswana,1973,99
Botswana,1974,93
Botswana,1975,92
Botswana,1976,92
Botswana,1977,91
Botswana,1978,91
Botswana,1979,90
Botswana,1980,90
Botswana,1981,90
Botswana,1982,89
Brazil,1948,84
Brazil,1949,84
Brazil,1950,83
Brazil,1951,83
Brazil,1952,86
Brazil,1953,85
Brazil,1954,88
Brazil,1955,83
Brazil,1956,89
Brazil,1957,90
Brazil,1958,90
Brazil,1959,91
Brazil,1960,92
Brazil,1961,92
Brazil,1962,94
Brazil,1963,86
Brazil,1964,39
Brazil,1965,44
Brazil,1966,73
Brazil,1967,76
Brazil,1968,46
Brazil,1969,51
Brazil,1970,70
Brazil,1971,72
Brazil,1972,73
Brazil,1973,74
Brazil,1974,81
Brazil,1975,80
Brazil,1976,80
Brazil,1977,80
Brazil,1978,80
Brazil,1979,79
Brazil,1980,78
Brazil,1981,65
Bulgaria,1948,57
Bulgaria,1949,57
Bulgaria,1950,57
Bulgaria,1951,57
Bulgaria,1952,59
Bulgaria,1953,58
Bulgaria,1954,60
Bulgaria,1955,58
Bulgaria,1956,55
Bulgaria,1957,57
Bulgaria,1958,58
Bulgaria,1959,58
Bulgaria,1960,59
Bulgaria,1961,59
Bulgaria,1962,64
Bulgaria,1963,64
Bulgaria,1964,65
Bulgaria,1965,64
Bulgaria,1966,64
Bulgaria,1967,65
Bulgaria,1968,65
Bulgaria,1969,66
Bulgaria,1970,66
Bulgaria,1971,67
Bulgaria,1972,67
Bulgaria,1973,68
Bulgaria,1974,68
Bulgaria,1975,68
Bulgaria,1976,68
Bulgaria,1977,67
Bulgaria,1978,67
Bulgaria,1979,66
Bulgaria,1980,66
Bulgaria,1981,65
Bulgaria,1982,65
Burma,1953,92
Burma,1954,93
Burma,1955,93
Burma,1956,98
Burma,1957,98
Burma,1958,67
Burma,1959,66
Burma,1960,82
Burma,1961,87
Burma,1962,43
Burma,1963,43
Burma,1964,43
Burma,1965,43
Burma,1966,45
Burma,1967,46
Burma,1968,46
Burma,1969,49
Burma,1970,48
Burma,1971,49
Burma,1972,50
Burma,1973,50
Burma,1974,69
Burma,1975,70
Burma,1976,66
Burma,1977,67
Burma,1978,66
Burma,1979,66
Burma,1980,66
Burma,1981,65
Burma,1982,65
Burundi,1967,47
Burundi,1968,47
Burundi,1969,49
Burundi,1970,48
Burundi,1971,49
Burundi,1972,52
Burundi,1973,48
Burundi,1974,51
Burundi,1975,51
Burundi,1976,51
Burundi,1977,51
Burundi,1978,50
Burundi,1979,48
Burundi,1980,48
Burundi,1981,47
Burundi,1982,64
Cameroon,1960,91
Cameroon,1961,91
Cameroon,1962,90
Cameroon,1963,68
Cameroon,1964,68
Cameroon,1965,68
Cameroon,1966,68
Cameroon,1967,68
Cameroon,1968,68
Cameroon,1969,69
Cameroon,1970,69
Cameroon,1971,70
Cameroon,1972,70
Cameroon,1973,67
Cameroon,1974,67
Cameroon,1975,67
Cameroon,1976,68
Cameroon,1977,67
Cameroon,1978,66
Cameroon,1979,65
Cameroon,1980,65
Cameroon,1981,65
Cameroon,1982,64
Canada,1948,97
Canada,1949,92
Canada,1950,92
Canada,1951,91
Canada,1952,92
Canada,1953,98
Canada,1954,98
Canada,1955,97
Canada,1956,97
Canada,1957,97
Canada,1958,92
Canada,1959,91
Canada,1960,92
Canada,1961,92
Canada,1962,98
Canada,1963,99
Canada,1964,99
Canada,1965,98
Canada,1966,99
Canada,1967,100
Canada,1968,100
Canada,1969,100
Canada,1970,95
Canada,1971,101
Canada,1972,102
Canada,1973,103
Canada,1974,103
Canada,1975,105
Canada,1976,102
Canada,1977,100
Canada,1978,101
Canada,1979,100
Canada,1980,100
Canada,1981,100
Canada,1982,99
Cape Verde,1975,67
Cape Verde,1976,68
Cape Verde,1977,67
Cape Verde,1978,66
Cape Verde,1979,65
Cape Verde,1980,65
Cape Verde,1981,65
Cape Verde,1982,65
Central African Republic,1960,72
Central African Republic,1961,73
Central African Republic,1962,67
Central African Republic,1963,68
Central African Republic,1964,68
Central African Republic,1965,68
Central African Republic,1966,45
Central African Republic,1967,47
Central African Republic,1968,47
Central African Republic,1969,49
Central African Republic,1970,48
Central African Republic,1971,49
Central African Republic,1972,50
Central African Republic,1973,50
Central African Republic,1974,51
Central African Republic,1975,51
Central African Republic,1976,51
Central African Republic,1977,50
Central African Republic,1978,50
Central African Republic,1979,47
Central African Republic,1980,48
Central African Republic,1981,47
Central African Republic,1982,46
Chad,1960,74
Chad,1961,68
Chad,1962,63
Chad,1963,64
Chad,1964,64
Chad,1965,64
Chad,1966,64
Chad,1967,65
Chad,1968,65
Chad,1969,68
Chad,1970,66
Chad,1971,66
Chad,1972,67
Chad,1973,67
Chad,1974,67
Chad,1975,51
Chad,1976,51
Chad,1977,51
Chad,1978,49
Chad,1979,49
Chad,1980,48
Chad,1981,47
Chad,1982,46
Chile,1948,81
Chile,1949,88
Chile,1950,89
Chile,1951,88
Chile,1952,90
Chile,1953,88
Chile,1954,87
Chile,1955,89
Chile,1956,90
Chile,1957,88
Chile,1958,89
Chile,1959,94
Chile,1960,92
Chile,1961,96
Chile,1962,95
Chile,1963,97
Chile,1964,97
Chile,1965,97
Chile,1966,97
Chile,1967,97
Chile,1968,97
Chile,1969,99
Chile,1970,100
Chile,1971,102
Chile,1972,104
Chile,1973,54
Chile,1974,51
Chile,1975,50
Chile,1976,51
Chile,1977,50
Chile,1978,45
Chile,1979,50
Chile,1980,45
Chile,1981,46
Chile,1982,48
China,1948,64
China,1949,41
China,1950,41
China,1951,41
China,1952,40
China,1953,43
China,1954,61
China,1955,59
China,1956,62
China,1957,61
China,1958,61
China,1959,59
China,1960,59
China,1961,59
China,1962,60
China,1963,60
China,1964,60
China,1965,60
China,1966,48
China,1967,51
China,1968,59
China,1969,61
China,1970,62
China,1971,63
China,1972,64
China,1973,64
China,1974,64
China,1975,66
China,1976,68
China,1977,64
China,1978,63
China,1979,68
China,1980,63
China,1981,61
China,1982,60
Colombia,1948,82
Colombia,1949,76
Colombia,1950,74
Colombia,1951,72
Colombia,1952,70
Colombia,1953,66
Colombia,1954,51
Colombia,1955,52
Colombia,1956,46
Colombia,1957,46
Colombia,1958,82
Colombia,1959,81
Colombia,1960,83
Colombia,1961,83
Colombia,1962,84
Colombia,1963,83
Colombia,1964,85
Colombia,1965,84
Colombia,1966,84
Colombia,1967,85
Colombia,1968,85
Colombia,1969,86
Colombia,1970,85
Colombia,1971,89
Colombia,1972,87
Colombia,1973,87
Colombia,1974,93
Colombia,1975,93
Colombia,1976,97
Colombia,1977,95
Colombia,1978,92
Colombia,1979,92
Colombia,1980,90
Colombia,1981,90
Colombia,1982,89
Comoros,1975,51
Comoros,1976,51
Comoros,1977,56
Comoros,1978,66
Comoros,1979,66
Comoros,1980,66
Comoros,1981,65
Comoros,1982,65
Congo,1960,80
Congo,1961,81
Congo,1962,81
Congo,1963,64
Congo,1964,65
Congo,1965,62
Congo,1966,64
Congo,1967,65
Congo,1968,47
Congo,1969,49
Congo,1970,48
Congo,1971,49
Congo,1972,49
Congo,1973,64
Congo,1974,64
Congo,1975,64
Congo,1976,65
Congo,1977,50
Congo,1978,49
Congo,1979,62
Congo,1980,62
Congo,1981,62
Congo,1982,61
Costa Rica,1948,58
Costa Rica,1949,86
Costa Rica,1950,86
Costa Rica,1951,87
Costa Rica,1952,86
Costa Rica,1953,91
Costa Rica,1954,92
Costa Rica,1955,91
Costa Rica,1956,92
Costa Rica,1957,91
Costa Rica,1958,92
Costa Rica,1959,91
Costa Rica,1960,92
Costa Rica,1961,93
Costa Rica,1962,93
Costa Rica,1963,94
Costa Rica,1964,94
Costa Rica,1965,94
Costa Rica,1966,93
Costa Rica,1967,94
Costa Rica,1968,94
Costa Rica,1969,95
Costa Rica,1970,94
Costa Rica,1971,96
Costa Rica,1972,97
Costa Rica,1973,97
Costa Rica,1974,97
Costa Rica,1975,103
Costa Rica,1976,102
Costa Rica,1977,102
Costa Rica,1978,101
Costa Rica,1979,100
Costa Rica,1980,100
Costa Rica,1981,99
Costa Rica,1982,99
Cuba,1948,88
Cuba,1949,90
Cuba,1950,89
Cuba,1951,90
Cuba,1952,40
Cuba,1953,41
Cuba,1954,40
Cuba,1955,73
Cuba,1956,68
Cuba,1957,71
Cuba,1958,62
Cuba,1959,29
Cuba,1960,29
Cuba,1961,36
Cuba,1962,42
Cuba,1963,44
Cuba,1964,42
Cuba,1965,42
Cuba,1966,44
Cuba,1967,46
Cuba,1968,45
Cuba,1969,49
Cuba,1970,48
Cuba,1971,49
Cuba,1972,50
Cuba,1973,50
Cuba,1974,51
Cuba,1975,51
Cuba,1976,68
Cuba,1977,68
Cuba,1978,67
Cuba,1979,66
Cuba,1980,66
Cuba,1981,65
Cuba,1982,64
Cyprus,1960,89
Cyprus,1961,91
Cyprus,1962,90
Cyprus,1963,83
Cyprus,1964,79
Cyprus,1965,80
Cyprus,1966,79
Cyprus,1967,80
Cyprus,1968,80
Cyprus,1969,81
Cyprus,1970,79
Cyprus,1971,82
Cyprus,1972,83
Cyprus,1973,84
Cyprus,1974,84
Cyprus,1975,84
Cyprus,1976,87
Cyprus,1977,85
Cyprus,1978,85
Cyprus,1979,84
Cyprus,1980,84
Cyprus,1981,84
Cyprus,1982,83
Czechoslovakia,1948,48
Czechoslovakia,1949,48
Czechoslovakia,1950,49
Czechoslovakia,1951,54
Czechoslovakia,1952,55
Czechoslovakia,1953,57
Czechoslovakia,1954,58
Czechoslovakia,1955,57
Czechoslovakia,1956,54
Czechoslovakia,1957,56
Czechoslovakia,1958,57
Czechoslovakia,1959,57
Czechoslovakia,1960,58
Czechoslovakia,1961,58
Czechoslovakia,1962,59
Czechoslovakia,1963,59
Czechoslovakia,1964,60
Czechoslovakia,1965,60
Czechoslovakia,1966,60
Czechoslovakia,1967,60
Czechoslovakia,1968,56
Czechoslovakia,1969,56
Czechoslovakia,1970,55
Czechoslovakia,1971,61
Czechoslovakia,1972,62
Czechoslovakia,1973,64
Czechoslovakia,1974,64
Czechoslovakia,1975,68
Czechoslovakia,1976,67
Czechoslovakia,1977,61
Czechoslovakia,1978,63
Czechoslovakia,1979,63
Czechoslovakia,1980,65
Czechoslovakia,1981,65
Czechoslovakia,1982,64
Denmark,1948,82
Denmark,1949,82
Denmark,1950,82
Denmark,1951,83
Denmark,1952,84
Denmark,1953,97
Denmark,1954,98
Denmark,1955,96
Denmark,1956,97
Denmark,1957,96
Denmark,1958,97
Denmark,1959,96
Denmark,1960,97
Denmark,1961,98
Denmark,1962,98
Denmark,1963,99
Denmark,1964,99
Denmark,1965,100
Denmark,1966,99
Denmark,1967,100
Denmark,1968,99
Denmark,1969,100
Denmark,1970,100
Denmark,1971,101
Denmark,1972,102
Denmark,1973,102
Denmark,1974,103
Denmark,1975,102
Denmark,1976,102
Denmark,1977,101
Denmark,1978,101
Denmark,1979,100
Denmark,1980,100
Denmark,1981,100
Denmark,1982,100
Dominican Republic,1948,59
Dominican Republic,1949,59
Dominican Republic,1950,58
Dominican Republic,1951,59
Dominican Republic,1952,60
Dominican Republic,1953,59
Dominican Republic,1954,60
Dominican Republic,1955,58
Dominican Republic,1956,59
Dominican Republic,1957,57
Dominican Republic,1958,59
Dominican Republic,1959,58
Dominican Republic,1960,57
Dominican Republic,1961,63
Dominican Republic,1962,51
Dominican Republic,1963,40
Dominican Republic,1964,44
Dominican Republic,1965,45
Dominican Republic,1966,85
Dominican Republic,1967,83
Dominican Republic,1968,85
Dominican Republic,1969,86
Dominican Republic,1970,92
Dominican Republic,1971,93
Dominican Republic,1972,93
Dominican Republic,1973,93
Dominican Republic,1974,87
Dominican Republic,1975,87
Dominican Republic,1976,87
Dominican Republic,1977,86
Dominican Republic,1978,92
Dominican Republic,1979,92
Dominican Republic,1980,91
Dominican Republic,1981,92
Dominican Republic,1982,90
Ecuador,1948,81
Ecuador,1949,82
Ecuador,1950,82
Ecuador,1951,82
Ecuador,1952,83
Ecuador,1953,77
Ecuador,1954,79
Ecuador,1955,76
Ecuador,1956,76
Ecuador,1957,75
Ecuador,1958,76
Ecuador,1959,78
Ecuador,1960,89
Ecuador,1961,89
Ecuador,1962,90
Ecuador,1963,43
Ecuador,1964,44
Ecuador,1965,45
Ecuador,1966,48
Ecuador,1967,49
Ecuador,1968,65
Ecuador,1969,67
Ecuador,1970,48
Ecuador,1971,50
Ecuador,1972,49
Ecuador,1973,50
Ecuador,1974,51
Ecuador,1975,51
Ecuador,1976,49
Ecuador,1977,53
Ecuador,1978,49
Ecuador,1979,95
Ecuador,1980,96
Ecuador,1981,96
Ecuador,1982,96
Egypt,1953,40
Egypt,1954,44
Egypt,1955,42
Egypt,1956,41
Egypt,1957,66
Egypt,1958,66
Egypt,1959,62
Egypt,1960,63
Egypt,1961,43
Egypt,1962,64
Egypt,1963,64
Egypt,1964,64
Egypt,1965,63
Egypt,1966,61
Egypt,1967,63
Egypt,1968,62
Egypt,1969,65
Egypt,1970,65
Egypt,1971,65
Egypt,1972,66
Egypt,1973,67
Egypt,1974,68
Egypt,1975,67
Egypt,1976,74
Egypt,1977,70
Egypt,1978,68
Egypt,1979,71
Egypt,1980,71
Egypt,1981,66
Egypt,1982,76
El Salvador,1948,42
El Salvador,1949,43
El Salvador,1950,60
El Salvador,1951,61
El Salvador,1952,62
El Salvador,1953,61
El Salvador,1954,62
El Salvador,1955,62
El Salvador,1956,62
El Salvador,1957,61
El Salvador,1958,62
El Salvador,1959,62
El Salvador,1960,41
El Salvador,1961,56
El Salvador,1962,73
El Salvador,1963,74
El Salvador,1964,85
El Salvador,1965,84
El Salvador,1966,84
El Salvador,1967,85
El Salvador,1968,85
El Salvador,1969,86
El Salvador,1970,85
El Salvador,1971,86
El Salvador,1972,81
El Salvador,1973,81
El Salvador,1974,87
El Salvador,1975,86
El Salvador,1976,87
El Salvador,1977,89
El Salvador,1978,82
El Salvador,1979,50
El Salvador,1980,50
El Salvador,1981,45
El Salvador,1982,84
Equatorial Guinea,1968,75
Equatorial Guinea,1969,65
Equatorial Guinea,1970,65
Equatorial Guinea,1971,51
Equatorial Guinea,1972,50
Equatorial Guinea,1973,50
Equatorial Guinea,1974,51
Equatorial Guinea,1975,51
Equatorial Guinea,1976,51
Equatorial Guinea,1977,51
Equatorial Guinea,1978,49
Equatorial Guinea,1979,49
Equatorial Guinea,1980,48
Equatorial Guinea,1981,47
Equatorial Guinea,1982,48
Ethiopia,1948,48
Ethiopia,1949,49
Ethiopia,1950,48
Ethiopia,1951,49
Ethiopia,1952,51
Ethiopia,1953,50
Ethiopia,1954,51
Ethiopia,1955,48
Ethiopia,1956,49
Ethiopia,1957,57
Ethiopia,1958,58
Ethiopia,1959,58
Ethiopia,1960,58
Ethiopia,1961,58
Ethiopia,1962,59
Ethiopia,1963,60
Ethiopia,1964,60
Ethiopia,1965,60
Ethiopia,1966,60
Ethiopia,1967,61
Ethiopia,1968,61
Ethiopia,1969,63
Ethiopia,1970,62
Ethiopia,1971,63
Ethiopia,1972,63
Ethiopia,1973,64
Ethiopia,1974,53
Ethiopia,1975,52
Ethiopia,1976,51
Ethiopia,1977,51
Ethiopia,1978,50
Ethiopia,1979,48
Ethiopia,1980,48
Ethiopia,1981,47
Ethiopia,1982,46
Fiji,1970,100
Fiji,1971,101
Fiji,1972,102
Fiji,1973,102
Fiji,1974,102
Fiji,1975,102
Fiji,1976,102
Fiji,1977,101
Fiji,1978,100
Fiji,1979,99
Fiji,1980,99
Fiji,1981,99
Fiji,1982,99
Finland,1948,96
Finland,1949,97
Finland,1950,98
Finland,1951,98
Finland,1952,98
Finland,1953,98
Finland,1954,97
Finland,1955,97
Finland,1956,97
Finland,1957,97
Finland,1958,98
Finland,1959,97
Finland,1960,98
Finland,1961,98
Finland,1962,98
Finland,1963,99
Finland,1964,99
Finland,1965,99
Finland,1966,99
Finland,1967,100
Finland,1968,100
Finland,1969,101
Finland,1970,100
Finland,1971,101
Finland,1972,103
Finland,1973,103
Finland,1974,103
Finland,1975,102
Finland,1976,103
Finland,1977,102
Finland,1978,101
Finland,1979,100
Finland,1980,100
Finland,1981,100
Finland,1982,100
France,1948,97
France,1949,98
France,1950,97
France,1951,98
France,1952,96
France,1953,98
France,1954,98
France,1955,99
France,1956,96
France,1957,97
France,1958,98
France,1959,96
France,1960,97
France,1961,96
France,1962,95
France,1963,98
France,1964,97
France,1965,98
France,1966,99
France,1967,101
France,1968,92
France,1969,92
France,1970,95
France,1971,98
France,1972,95
France,1973,103
France,1974,103
France,1975,104
France,1976,104
France,1977,103
France,1978,101
France,1979,99
France,1980,97
France,1981,99
France,1982,99
Gabon,1960,85
Gabon,1961,63
Gabon,1962,63
Gabon,1963,64
Gabon,1964,75
Gabon,1965,64
Gabon,1966,64
Gabon,1967,65
Gabon,1968,65
Gabon,1969,66
Gabon,1970,65
Gabon,1971,66
Gabon,1972,67
Gabon,1973,67
Gabon,1974,67
Gabon,1975,67
Gabon,1976,67
Gabon,1977,67
Gabon,1978,66
Gabon,1979,65
Gabon,1980,71
Gabon,1981,72
Gabon,1982,70
Gambia,1965,95
Gambia,1966,95
Gambia,1967,95
Gambia,1968,95
Gambia,1969,95
Gambia,1970,95
Gambia,1971,96
Gambia,1972,93
Gambia,1973,94
Gambia,1974,94
Gambia,1975,93
Gambia,1976,93
Gambia,1977,92
Gambia,1978,86
Gambia,1979,85
Gambia,1980,85
Gambia,1981,84
Gambia,1982,84
Germany DR,1953,48
Germany DR,1954,53
Germany DR,1955,57
Germany DR,1956,55
Germany DR,1957,57
Germany DR,1958,57
Germany DR,1959,56
Germany DR,1960,60
Germany DR,1961,56
Germany DR,1962,52
Germany DR,1963,60
Germany DR,1964,60
Germany DR,1965,60
Germany DR,1966,61
Germany DR,1967,64
Germany DR,1968,62
Germany DR,1969,63
Germany DR,1970,64
Germany DR,1971,63
Germany DR,1972,63
Germany DR,1973,63
Germany DR,1974,64
Germany DR,1975,64
Germany DR,1976,66
Germany DR,1977,67
Germany DR,1978,64
Germany DR,1979,64
Germany DR,1980,65
Germany DR,1981,65
Germany DR,1982,65
Germany FR,1953,89
Germany FR,1954,92
Germany FR,1955,94
Germany FR,1956,89
Germany FR,1957,90
Germany FR,1958,89
Germany FR,1959,88
Germany FR,1960,88
Germany FR,1961,90
Germany FR,1962,89
Germany FR,1963,93
Germany FR,1964,92
Germany FR,1965,92
Germany FR,1966,91
Germany FR,1967,92
Germany FR,1968,93
Germany FR,1969,94
Germany FR,1970,95
Germany FR,1971,95
Germany FR,1972,95
Germany FR,1973,96
Germany FR,1974,92
Germany FR,1975,92
Germany FR,1976,94
Germany FR,1977,92
Germany FR,1978,93
Germany FR,1979,91
Germany FR,1980,94
Germany FR,1981,99
Germany FR,1982,94
Ghana,1960,62
Ghana,1961,61
Ghana,1962,61
Ghana,1963,63
Ghana,1964,62
Ghana,1965,52
Ghana,1966,46
Ghana,1967,45
Ghana,1968,64
Ghana,1969,77
Ghana,1970,78
Ghana,1971,79
Ghana,1972,49
Ghana,1973,50
Ghana,1974,51
Ghana,1975,51
Ghana,1976,51
Ghana,1977,51
Ghana,1978,54
Ghana,1979,95
Ghana,1980,96
Ghana,1981,47
Ghana,1982,46
Greece,1948,87
Greece,1949,88
Greece,1950,90
Greece,1951,89
Greece,1952,90
Greece,1953,84
Greece,1954,86
Greece,1955,90
Greece,1956,92
Greece,1957,91
Greece,1958,92
Greece,1959,91
Greece,1960,92
Greece,1961,92
Greece,1962,92
Greece,1963,93
Greece,1964,93
Greece,1965,91
Greece,1966,93
Greece,1967,34
Greece,1968,35
Greece,1969,38
Greece,1970,38
Greece,1971,61
Greece,1972,61
Greece,1973,36
Greece,1974,92
Greece,1975,96
Greece,1976,98
Greece,1977,102
Greece,1978,104
Greece,1979,103
Greece,1980,103
Greece,1981,104
Greece,1982,103
Grenada,1974,95
Grenada,1975,93
Grenada,1976,99
Grenada,1977,98
Grenada,1978,98
Grenada,1979,47
Grenada,1980,49
Grenada,1981,47
Grenada,1982,46
Guatemala,1948,94
Guatemala,1949,89
Guatemala,1950,82
Guatemala,1951,89
Guatemala,1952,91
Guatemala,1953,84
Guatemala,1954,42
Guatemala,1955,71
Guatemala,1956,71
Guatemala,1957,62
Guatemala,1958,83
Guatemala,1959,82
Guatemala,1960,84
Guatemala,1961,77
Guatemala,1962,83
Guatemala,1963,42
Guatemala,1964,44
Guatemala,1965,45
Guatemala,1966,83
Guatemala,1967,84
Guatemala,1968,84
Guatemala,1969,87
Guatemala,1970,86
Guatemala,1971,88
Guatemala,1972,87
Guatemala,1973,87
Guatemala,1974,88
Guatemala,1975,87
Guatemala,1976,87
Guatemala,1977,87
Guatemala,1978,89
Guatemala,1979,84
Guatemala,1980,85
Guatemala,1981,87
Guatemala,1982,45
Guinea,1960,63
Guinea,1961,64
Guinea,1962,64
Guinea,1963,64
Guinea,1964,64
Guinea,1965,64
Guinea,1966,64
Guinea,1967,65
