extended_country_name,extended_gwn,code,value,country_name,startdate,enddate,group,panel,GW_membership,cow_membership,polity_membership,extended_continent,extended_region,lat,lon,panel_abbreviation,regex,countrycode_regex
Afghanistan,700,gwn,700,Afghanistan,1816-01-01,1888-12-30,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,afghan,afghan
Afghanistan,700,gwn,700,Afghanistan,1919-05-01,NA,2,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,afghan,afghan
Afghanistan,700,gwn,700,Afghanistan,1816-01-01,1888-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,afghan,afghan
Afghanistan,700,gwn,700,Afghanistan,1919-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,afghan,afghan
Afghanistan,700,gwc,AFG,Afghanistan,1816-01-01,1888-12-30,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,afghan,afghan
Afghanistan,700,gwc,AFG,Afghanistan,1919-05-01,NA,2,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,afghan,afghan
Afghanistan,700,cown,700,Afghanistan,1919-08-08,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,afghan,afghan
Afghanistan,700,cown,700,Afghanistan,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,afghan,afghan
Afghanistan,700,cowc,AFG,Afghanistan,1919-08-08,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,afghan,afghan
Afghanistan,700,polity_ccode,700,Afghanistan,1800-01-01,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,afghan,afghan
Afghanistan,700,polity_scode,AFG,Afghanistan,1800-01-01,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,afghan,afghan
Albania,339,gwn,339,Albania,1913-01-01,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,albania,albania
Albania,339,gwn,339,Albania,1913-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,albania,albania
Albania,339,gwc,ALB,Albania,1913-01-01,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,albania,albania
Albania,339,cown,339,Albania,1914-01-01,1939-04-07,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,albania,albania
Albania,339,cown,339,Albania,1944-11-17,NA,2,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,albania,albania
Albania,339,cown,339,Albania,1912-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,albania,albania
Albania,339,cowc,ALB,Albania,1914-01-01,1939-04-07,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,albania,albania
Albania,339,cowc,ALB,Albania,1944-11-17,NA,2,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,albania,albania
Albania,339,polity_ccode,339,Albania,1914-09-04,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,albania,albania
Albania,339,polity_scode,ALB,Albania,1914-09-04,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,albania,albania
Algeria,615,gwn,615,Algeria,1816-01-01,1830-07-05,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,algeria,algeria
Algeria,615,gwn,615,Algeria,1962-07-05,NA,2,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,algeria,algeria
Algeria,615,gwn,615,Algeria,1816-01-01,1830-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,algeria,algeria
Algeria,615,gwn,615,Algeria,1962-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,algeria,algeria
Algeria,615,gwc,ALG,Algeria,1816-01-01,1830-07-05,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,algeria,algeria
Algeria,615,gwc,ALG,Algeria,1962-07-05,NA,2,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,algeria,algeria
Algeria,615,cown,615,Algeria,1962-07-05,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,algeria,algeria
Algeria,615,cown,615,Algeria,1900-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,algeria,algeria
Algeria,615,cowc,ALG,Algeria,1962-07-05,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,algeria,algeria
Algeria,615,polity_ccode,615,Algeria,1962-07-05,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,algeria,algeria
Algeria,615,polity_scode,ALG,Algeria,1962-07-05,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,algeria,algeria
Andorra,232,gwn,232,Andorra,1816-01-01,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,andorra,andorra
Andorra,232,gwc,AND,Andorra,1816-01-01,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,andorra,andorra
Andorra,232,cown,232,Andorra,1993-07-28,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,andorra,andorra
Andorra,232,cowc,AND,Andorra,1993-07-28,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,andorra,andorra
Andorra,232,polity_ccode,232,Andorra,1816-01-01,NA,1,Polity4 with microstates?,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,andorra,andorra
Angola,540,gwn,540,Angola,1975-11-11,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,angola,angola
Angola,540,gwn,540,Angola,1975-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,angola,angola
Angola,540,gwc,ANG,Angola,1975-11-11,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,angola,angola
Angola,540,cown,540,Angola,1975-11-11,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,angola,angola
Angola,540,cown,540,Angola,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,angola,angola
Angola,540,cowc,ANG,Angola,1975-11-11,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,angola,angola
Angola,540,polity_ccode,540,Angola,1975-11-11,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,angola,angola
Angola,540,polity_scode,ANG,Angola,1975-11-11,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,angola,angola
Antigua & Barbuda,58,gwn,58,Antigua & Barbuda,1981-11-01,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,antigua,antigua
Antigua & Barbuda,58,gwc,AAB,Antigua & Barbuda,1981-11-01,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,antigua,antigua
Antigua & Barbuda,58,cown,58,Antigua & Barbuda,1981-11-01,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,antigua,antigua
Antigua & Barbuda,58,cowc,AAB,Antigua & Barbuda,1981-11-01,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,antigua,antigua
Antigua & Barbuda,58,polity_ccode,58,Antigua & Barbuda,1981-01-01,NA,1,Polity4 with microstates?,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,antigua,antigua
Argentina,160,gwn,160,Argentina,1816-07-09,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,argentin,argentin
Argentina,160,gwn,160,Argentina,1816-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,argentin,argentin
Argentina,160,gwc,ARG,Argentina,1816-07-09,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,argentin,argentin
Argentina,160,cown,160,Argentina,1841-01-01,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,argentin,argentin
Argentina,160,cown,160,Argentina,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,argentin,argentin
Argentina,160,cowc,ARG,Argentina,1841-01-01,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,argentin,argentin
Argentina,160,polity_ccode,160,Argentina,1825-01-23,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,argentin,argentin
Argentina,160,polity_scode,ARG,Argentina,1825-01-23,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,argentin,argentin
Armenia,371,gwn,371,Armenia,1991-09-23,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,armenia,armenia
Armenia,371,gwn,371,Armenia,1991-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,armenia,armenia
Armenia,371,gwc,ARM,Armenia,1991-09-23,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,armenia,armenia
Armenia,371,cown,371,Armenia,1991-12-26,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,armenia,armenia
Armenia,371,cown,371,Armenia,1990-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,armenia,armenia
Armenia,371,cowc,ARM,Armenia,1991-12-26,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,armenia,armenia
Armenia,371,polity_ccode,371,Armenia,1991-09-23,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,armenia,armenia
Armenia,371,polity_scode,ARM,Armenia,1991-09-23,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,armenia,armenia
Australia,900,gwn,900,Australia,1901-01-01,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,australia,australia
Australia,900,gwn,900,Australia,1901-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,australia,australia
Australia,900,gwc,AUL,Australia,1901-01-01,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,australia,australia
Australia,900,cown,900,Australia,1920-01-10,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,australia,australia
Australia,900,cown,900,Australia,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,australia,australia
Australia,900,cowc,AUL,Australia,1920-01-10,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,australia,australia
Australia,900,polity_ccode,900,Australia,1901-01-01,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,australia,australia
Australia,900,polity_scode,AUL,Australia,1901-01-01,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,australia,australia
Austria,305,gwn,305,Austria,1918-11-14,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,305,gwn,305,Austria,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,305,gwc,AUS,Austria,1918-11-14,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,305,cown,305,Austria,1919-09-10,1938-03-13,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,305,cown,305,Austria,1955-07-27,NA,2,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,305,cown,305,Austria,1919-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,305,cowc,AUS,Austria,1919-09-10,1938-03-13,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,305,cowc,AUS,Austria,1955-07-27,NA,2,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,305,polity_ccode,305,Austria,1800-01-01,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,305,polity_scode,AUS,Austria,1800-01-01,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria-Hungary,300,gwn,300,Austria-Hungary,1816-01-01,1918-11-13,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,austria.*hungary|austr.*emp|austria-hungary,austria-hungary
Austria-Hungary,300,gwn,300,Austria-Hungary,1816-01-01,1918-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,austria.*hungary|austr.*emp|austria-hungary,austria-hungary
Austria-Hungary,300,gwc,AUH,Austria-Hungary,1816-01-01,1918-11-13,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,austria.*hungary|austr.*emp|austria-hungary,austria-hungary
Austria-Hungary,300,cown,300,Austria-Hungary,1816-01-01,1918-11-12,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,austria.*hungary|austr.*emp|austria-hungary,austria-hungary
Austria-Hungary,300,cown,300,Austria,1789-01-01,1918-12-31,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,austria.*hungary|austr.*emp|austria-hungary,^(?!.*hungary).*austria|\baustri.*\bemp
Austria-Hungary,300,cowc,AUH,Austria-Hungary,1816-01-01,1918-11-12,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,austria.*hungary|austr.*emp|austria-hungary,austria-hungary
Austria-Hungary,300,polity_ccode,300,Austria-Hungary,1789-01-01,NA,1,Polity4 with microstates?,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,austria.*hungary|austr.*emp|austria-hungary,austria-hungary
Azerbaijan,373,gwn,373,Azerbaijan,1991-08-30,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,azerbaijan,azerbaijan
Azerbaijan,373,gwn,373,Azerbaijan,1991-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,azerbaijan,azerbaijan
Azerbaijan,373,gwc,AZE,Azerbaijan,1991-08-30,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,azerbaijan,azerbaijan
Azerbaijan,373,cown,373,Azerbaijan,1991-12-26,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,azerbaijan,azerbaijan
Azerbaijan,373,cown,373,Azerbaijan,1990-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,azerbaijan,azerbaijan
Azerbaijan,373,cowc,AZE,Azerbaijan,1991-12-26,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,azerbaijan,azerbaijan
Azerbaijan,373,polity_ccode,373,Azerbaijan,1991-08-30,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,azerbaijan,azerbaijan
Azerbaijan,373,polity_scode,AZE,Azerbaijan,1991-08-30,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,azerbaijan,azerbaijan
Baden,267,gwn,267,Baden,1816-01-01,1871-01-17,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,baden,baden
Baden,267,gwn,267,Baden,1816-01-01,1871-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,baden,baden
Baden,267,gwc,BAD,Baden,1816-01-01,1871-01-17,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,baden,baden
Baden,267,cown,267,Baden,1816-01-01,1871-01-18,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,baden,baden
Baden,267,cown,267,Baden,1789-01-01,1871-12-31,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,baden,baden
Baden,267,cowc,BAD,Baden,1816-01-01,1871-01-18,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,baden,baden
Baden,267,polity_ccode,267,Baden,1819-07-16,1848-12-15,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,baden,baden
Baden,267,polity_ccode,267,Baden,1848-12-16,1871-01-18,2,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,baden,baden
Baden,267,polity_scode,BAD,Baden,1819-07-16,1848-12-15,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,baden,baden
Baden,267,polity_scode,BAD,Baden,1848-12-16,1871-01-18,2,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,baden,baden
Bahamas,31,gwn,31,Bahamas,1973-07-10,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,bahamas,bahamas
Bahamas,31,gwn,31,Bahamas,1973-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,bahamas,bahamas
Bahamas,31,gwc,BHM,Bahamas,1973-07-10,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,bahamas,bahamas
Bahamas,31,cown,31,Bahamas,1973-07-10,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,bahamas,bahamas
Bahamas,31,cowc,BHM,Bahamas,1973-07-10,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,bahamas,bahamas
Bahamas,31,polity_ccode,31,Bahamas,1973-01-01,NA,1,Polity4 with microstates?,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,bahamas,bahamas
Bahrain,692,gwn,692,Bahrain,1971-08-15,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,bahrain,bahrain
Bahrain,692,gwn,692,Bahrain,1971-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,bahrain,bahrain
Bahrain,692,gwc,BAH,Bahrain,1971-08-15,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,bahrain,bahrain
Bahrain,692,cown,692,Bahrain,1971-08-15,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,bahrain,bahrain
Bahrain,692,cown,692,Bahrain,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bahrain,bahrain
Bahrain,692,cowc,BAH,Bahrain,1971-08-15,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,bahrain,bahrain
Bahrain,692,polity_ccode,692,Bahrain,1971-08-15,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,bahrain,bahrain
Bahrain,692,polity_scode,BAH,Bahrain,1971-08-15,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,bahrain,bahrain
Bangladesh,771,gwn,771,Bangladesh,1971-12-16,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,bangladesh|^(?=.*east).*paki?stan,bangladesh|^(?=.*east).*paki?stan
Bangladesh,771,gwn,771,Bangladesh,1971-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,bangladesh|^(?=.*east).*paki?stan,bangladesh|^(?=.*east).*paki?stan
Bangladesh,771,gwc,BNG,Bangladesh,1971-12-16,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,bangladesh|^(?=.*east).*paki?stan,bangladesh|^(?=.*east).*paki?stan
Bangladesh,771,cown,771,Bangladesh,1971-12-16,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,bangladesh|^(?=.*east).*paki?stan,bangladesh|^(?=.*east).*paki?stan
Bangladesh,771,cown,771,Bangladesh,1971-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bangladesh|^(?=.*east).*paki?stan,bangladesh|^(?=.*east).*paki?stan
Bangladesh,771,cowc,BNG,Bangladesh,1971-12-16,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,bangladesh|^(?=.*east).*paki?stan,bangladesh|^(?=.*east).*paki?stan
Bangladesh,771,polity_ccode,771,Bangladesh,1972-04-18,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,bangladesh|^(?=.*east).*paki?stan,bangladesh|^(?=.*east).*paki?stan
Bangladesh,771,polity_scode,BNG,Bangladesh,1972-04-18,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,bangladesh|^(?=.*east).*paki?stan,bangladesh|^(?=.*east).*paki?stan
Barbados,53,gwn,53,Barbados,1966-11-30,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,barbados,barbados
Barbados,53,gwn,53,Barbados,1966-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,barbados,barbados
Barbados,53,gwc,BAR,Barbados,1966-11-30,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,barbados,barbados
Barbados,53,cown,53,Barbados,1966-11-30,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,barbados,barbados
Barbados,53,cown,53,Barbados,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,barbados,barbados
Barbados,53,cowc,BAR,Barbados,1966-11-30,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,barbados,barbados
Barbados,53,polity_ccode,53,Barbados,1900-01-01,NA,1,Polity4 with microstates?,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,barbados,barbados
Bavaria,245,gwn,245,Bavaria,1816-01-01,1871-01-17,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,bavaria,bavaria
Bavaria,245,gwn,245,Bavaria,1816-01-01,1871-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,bavaria,bavaria
Bavaria,245,gwc,BAV,Bavaria,1816-01-01,1871-01-17,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,bavaria,bavaria
Bavaria,245,cown,245,Bavaria,1816-01-01,1871-01-18,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,bavaria,bavaria
Bavaria,245,cown,245,Bavaria,1789-01-01,1871-12-31,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bavaria,bavaria
Bavaria,245,cowc,BAV,Bavaria,1816-01-01,1871-01-18,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,bavaria,bavaria
Bavaria,245,polity_ccode,245,Bavaria,1800-01-01,1871-01-18,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,bavaria,bavaria
Bavaria,245,polity_scode,BAV,Bavaria,1800-01-01,1871-01-18,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,bavaria,bavaria
Belarus (Byelorussia),370,gwn,370,Belarus (Byelorussia),1991-08-25,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,belarus|byelo,belarus|byelo
Belarus (Byelorussia),370,gwn,370,Belarus,1991-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,belarus|byelo,belarus|byelo
Belarus (Byelorussia),370,gwc,BLR,Belarus (Byelorussia),1991-08-25,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,belarus|byelo,belarus|byelo
Belarus (Byelorussia),370,cown,370,Belarus,1991-12-26,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,belarus|byelo,belarus|byelo
Belarus (Byelorussia),370,cown,370,Belarus,1990-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,belarus|byelo,belarus|byelo
Belarus (Byelorussia),370,cowc,BLR,Belarus,1991-12-26,NA,1,COW 2016,TRUE,TRUE,TRUE,NA,NA,NA,NA,cow,belarus|byelo,belarus|byelo
Belarus (Byelorussia),370,polity_ccode,370,Belarus,1991-08-25,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,belarus|byelo,belarus|byelo
Belarus (Byelorussia),370,polity_scode,BLR,Belarus,1991-08-25,NA,1,Polity5 v2018,TRUE,TRUE,TRUE,NA,NA,NA,NA,polity,belarus|byelo,belarus|byelo
Belgium,211,gwn,211,Belgium,1830-10-04,NA,1,Gleditsch and Ward,TRUE,TRUE,TRUE,NA,NA,NA,NA,gw,^(?!.*luxem).*belgium,^(?!.*luxem).*belgium
