extended_country_name,extended_gwn,code,value,country_name,startdate,enddate,group,panel,GW_membership,cow_membership,polity_membership,extended_continent,extended_region,lat,lon,panel_abbreviation,regex,countrycode_regex
Orange Free State,564,gwc,OFS,Orange Free State,1854-03-28,1910-05-30,1,Gleditsch and Ward,TRUE,FALSE,TRUE,NA,NA,NA,NA,gw,orange free|orange.free.state,orange.free.state
Orange Free State,564,polity_ccode,564,Orange Free State,1854-02-17,1902-05-24,1,Polity5 v2018,TRUE,FALSE,TRUE,NA,NA,NA,NA,polity,orange free|orange.free.state,orange.free.state
Orange Free State,564,polity_scode,OFS,Orange Free State,1854-02-17,1902-05-24,1,Polity5 v2018,TRUE,FALSE,TRUE,NA,NA,NA,NA,polity,orange free|orange.free.state,orange.free.state
South Ossetia,397,gwn,397,South Ossetia,2008-08-26,NA,1,Gleditsch and Ward,TRUE,FALSE,FALSE,NA,NA,NA,NA,gw,ossetia,NA
South Ossetia,397,gwc,SOT,South Ossetia,2008-08-26,NA,1,Gleditsch and Ward,TRUE,FALSE,FALSE,NA,NA,NA,NA,gw,ossetia,NA
Tibet,711,gwn,711,Tibet,1913-01-01,1950-10-01,1,Gleditsch and Ward,TRUE,FALSE,FALSE,NA,NA,NA,NA,gw,tibet,tibet
Tibet,711,gwc,TBT,Tibet,1913-01-01,1950-10-01,1,Gleditsch and Ward,TRUE,FALSE,FALSE,NA,NA,NA,NA,gw,tibet,tibet
Transvaal,563,gwn,563,Transvaal,1852-01-01,1910-05-30,1,Gleditsch and Ward,TRUE,FALSE,FALSE,NA,NA,NA,NA,gw,transvaal,NA
Transvaal,563,gwc,TRA,Transvaal,1852-01-01,1910-05-30,1,Gleditsch and Ward,TRUE,FALSE,FALSE,NA,NA,NA,NA,gw,transvaal,NA
United Provinces of Central America,89,gwn,89,United Provinces of Central America,1823-07-01,1839-12-31,1,Gleditsch and Ward,TRUE,FALSE,TRUE,NA,NA,NA,NA,gw,united province|CENTRAL AMERICAN UNION|upca|up of central america|united.province.ca,united.province.ca
United Provinces of Central America,89,gwc,UPC,United Provinces of Central America,1823-07-01,1839-12-31,1,Gleditsch and Ward,TRUE,FALSE,TRUE,NA,NA,NA,NA,gw,united province|CENTRAL AMERICAN UNION|upca|up of central america|united.province.ca,united.province.ca
United Provinces of Central America,89,polity_ccode,89,United Provinces,1824-01-01,1838-12-31,1,Polity5 v2018,TRUE,FALSE,TRUE,NA,NA,NA,NA,polity,united province|CENTRAL AMERICAN UNION|upca|up of central america|united.province.ca,united.province.ca
United Provinces of Central America,89,polity_scode,UPC,United Provinces,1824-01-01,1838-12-31,1,Polity5 v2018,TRUE,FALSE,TRUE,NA,NA,NA,NA,polity,united province|CENTRAL AMERICAN UNION|upca|up of central america|united.province.ca,united.province.ca
Vietnam (Annam/Cochin China/Tonkin),815,gwn,815,Vietnam (Annam/Cochin China/Tonkin),1816-01-01,1893-01-01,1,Gleditsch and Ward,TRUE,FALSE,FALSE,NA,NA,NA,NA,gw,^(?!.*republic)^(?!.*dem).*viet.?nam|^(?!south)(?!republic).*viet.?nam(?!.*south)|democratic.republic.of.vietnam|socialist.republic.of.viet.?nam|north.viet.?nam|viet.?nam.north,^(?!south)(?!republic).*viet.?nam(?!.*south)|democratic.republic.of.vietnam|socialist.republic.of.viet.?nam|north.viet.?nam|viet.?nam.north
Vietnam (Annam/Cochin China/Tonkin),815,gwn,815,Vietnam,1816-01-01,1893-12-31,1,countrycode package 2025,TRUE,FALSE,FALSE,NA,NA,NA,NA,countrycode,^(?!.*republic)^(?!.*dem).*viet.?nam|^(?!south)(?!republic).*viet.?nam(?!.*south)|democratic.republic.of.vietnam|socialist.republic.of.viet.?nam|north.viet.?nam|viet.?nam.north,^(?!south)(?!republic).*viet.?nam(?!.*south)|democratic.republic.of.vietnam|socialist.republic.of.viet.?nam|north.viet.?nam|viet.?nam.north
Vietnam (Annam/Cochin China/Tonkin),815,gwc,VNM,Vietnam (Annam/Cochin China/Tonkin),1816-01-01,1893-01-01,1,Gleditsch and Ward,TRUE,FALSE,FALSE,NA,NA,NA,NA,gw,^(?!.*republic)^(?!.*dem).*viet.?nam|^(?!south)(?!republic).*viet.?nam(?!.*south)|democratic.republic.of.vietnam|socialist.republic.of.viet.?nam|north.viet.?nam|viet.?nam.north,^(?!south)(?!republic).*viet.?nam(?!.*south)|democratic.republic.of.vietnam|socialist.republic.of.viet.?nam|north.viet.?nam|viet.?nam.north
Afghanistan,NA,vdem,36,Afghanistan,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,afghan,afghan
Afghanistan,NA,vdem_text_id,AFG,Afghanistan,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,afghan,afghan
Albania,NA,vdem,12,Albania,1912-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,albania,albania
Albania,NA,vdem_text_id,ALB,Albania,1912-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,albania,albania
Algeria,NA,vdem,103,Algeria,1900-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,algeria,algeria
Algeria,NA,vdem_text_id,DZA,Algeria,1900-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,algeria,algeria
Angola,NA,vdem,104,Angola,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,angola,angola
Angola,NA,vdem_text_id,AGO,Angola,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,angola,angola
Argentina,NA,vdem,37,Argentina,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,argentin,argentin
Argentina,NA,vdem_text_id,ARG,Argentina,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,argentin,argentin
Armenia,NA,vdem,105,Armenia,1990-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,armenia,armenia
Armenia,NA,vdem_text_id,ARM,Armenia,1990-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,armenia,armenia
Australia,NA,vdem,67,Australia,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,australia,australia
Australia,NA,vdem_text_id,AUS,Australia,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,australia,australia
Austria-Hungary,NA,vdem,144,Austria,1789-01-01,1918-12-31,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,austria.*hungary|austr.*emp|austria-hungary,^(?!.*hungary).*austria|\baustri.*\bemp
Austria-Hungary,NA,vdem_text_id,AUT,Austria,1789-01-01,1918-12-31,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,austria.*hungary|austr.*emp|austria-hungary,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,NA,vdem,144,Austria,1919-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Austria,NA,vdem_text_id,AUT,Austria,1919-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*hungary).*austria|\baust(?!ralia).*(?!.*hungar)|^(?!.*hungary).*austria|\baustri.*\bemp,^(?!.*hungary).*austria|\baustri.*\bemp
Azerbaijan,NA,vdem,106,Azerbaijan,1990-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,azerbaijan,azerbaijan
Azerbaijan,NA,vdem_text_id,AZE,Azerbaijan,1990-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,azerbaijan,azerbaijan
Baden,NA,vdem,349,Baden,1789-01-01,1871-12-31,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,baden,baden
Baden,NA,vdem_text_id,BDN,Baden,1789-01-01,1871-12-31,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,baden,baden
Bahrain,NA,vdem,146,Bahrain,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bahrain,bahrain
Bahrain,NA,vdem_text_id,BHR,Bahrain,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bahrain,bahrain
Bangladesh,NA,vdem,24,Bangladesh,1971-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bangladesh|^(?=.*east).*paki?stan,bangladesh|^(?=.*east).*paki?stan
Bangladesh,NA,vdem_text_id,BGD,Bangladesh,1971-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bangladesh|^(?=.*east).*paki?stan,bangladesh|^(?=.*east).*paki?stan
Barbados,NA,vdem,147,Barbados,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,barbados,barbados
Barbados,NA,vdem_text_id,BRB,Barbados,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,barbados,barbados
Bavaria,NA,vdem,350,Bavaria,1789-01-01,1871-12-31,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bavaria,bavaria
Bavaria,NA,vdem_text_id,BVR,Bavaria,1789-01-01,1871-12-31,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bavaria,bavaria
Belarus (Byelorussia),NA,vdem,107,Belarus,1990-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,belarus|byelo,belarus|byelo
Belarus (Byelorussia),NA,vdem_text_id,BLR,Belarus,1990-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,belarus|byelo,belarus|byelo
Belgium,NA,vdem,148,Belgium,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*luxem).*belgium,^(?!.*luxem).*belgium
Belgium,NA,vdem_text_id,BEL,Belgium,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*luxem).*belgium,^(?!.*luxem).*belgium
Benin,NA,vdem,52,Benin,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,benin|dahome,benin|dahome
Benin,NA,vdem_text_id,BEN,Benin,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,benin|dahome,benin|dahome
Bhutan,NA,vdem,53,Bhutan,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bhutan,bhutan
Bhutan,NA,vdem_text_id,BTN,Bhutan,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bhutan,bhutan
Bolivia,NA,vdem,25,Bolivia,1825-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bolivia,bolivia
Bolivia,NA,vdem_text_id,BOL,Bolivia,1825-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bolivia,bolivia
Bosnia-Herzegovina,NA,vdem,150,Bosnia and Herzegovina,1992-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,herzegovina|bosnia,herzegovina|bosnia
Bosnia-Herzegovina,NA,vdem_text_id,BIH,Bosnia and Herzegovina,1992-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,herzegovina|bosnia,herzegovina|bosnia
Botswana,NA,vdem,68,Botswana,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,botswana|bechuana,botswana|bechuana
Botswana,NA,vdem_text_id,BWA,Botswana,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,botswana|bechuana,botswana|bechuana
Brazil,NA,vdem,19,Brazil,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,brazil,brazil
Brazil,NA,vdem_text_id,BRA,Brazil,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,brazil,brazil
Brunswick,NA,vdem,363,Brunswick,1789-01-01,1867-12-31,NA,V-Dem 2024,FALSE,FALSE,FALSE,NA,NA,NA,NA,vdem,brunswick,brunswick
Brunswick,NA,vdem_text_id,BRW,Brunswick,1789-01-01,1867-12-31,NA,V-Dem 2024,FALSE,FALSE,FALSE,NA,NA,NA,NA,vdem,brunswick,brunswick
Bulgaria,NA,vdem,152,Bulgaria,1878-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bulgaria,bulgaria
Bulgaria,NA,vdem_text_id,BGR,Bulgaria,1878-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,bulgaria,bulgaria
Burkina Faso (Upper Volta),NA,vdem,54,Burkina Faso,1919-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,burkina|\bfaso|upper.?volta,burkina|\bfaso|upper.?volta
Burkina Faso (Upper Volta),NA,vdem_text_id,BFA,Burkina Faso,1919-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,burkina|\bfaso|upper.?volta,burkina|\bfaso|upper.?volta
Myanmar (Burma),NA,vdem,10,Burma/Myanmar,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,myanmar|burma,myanmar|burma
Myanmar (Burma),NA,vdem_text_id,MMR,Burma/Myanmar,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,myanmar|burma,myanmar|burma
Burundi,NA,vdem,69,Burundi,1916-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,burundi,burundi
Burundi,NA,vdem_text_id,BDI,Burundi,1916-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,burundi,burundi
Cambodia (Kampuchea),NA,vdem,55,Cambodia,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,cambodia|kampuchea|khmer|^p\.?r\.?k\.?$|cambodia|kampuchea|khmer,cambodia|kampuchea|khmer
Cambodia (Kampuchea),NA,vdem_text_id,KHM,Cambodia,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,cambodia|kampuchea|khmer|^p\.?r\.?k\.?$|cambodia|kampuchea|khmer,cambodia|kampuchea|khmer
Cameroon,NA,vdem,108,Cameroon,1961-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,cameroon,cameroon
Cameroon,NA,vdem_text_id,CMR,Cameroon,1961-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,cameroon,cameroon
Canada,NA,vdem,66,Canada,1841-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,canada,canada
Canada,NA,vdem_text_id,CAN,Canada,1841-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,canada,canada
Cape Verde,NA,vdem,70,Cape Verde,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,verde,verde
Cape Verde,NA,vdem_text_id,CPV,Cape Verde,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,verde,verde
Central African Republic,NA,vdem,71,Central African Republic,1920-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,\bcen.*\baf|^c\.?a\.?r\.?$|\bcentral.african.rep,\bcentral.african.rep
Central African Republic,NA,vdem_text_id,CAF,Central African Republic,1920-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,\bcen.*\baf|^c\.?a\.?r\.?$|\bcentral.african.rep,\bcentral.african.rep
Chad,NA,vdem,109,Chad,1920-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,\bchad,\bchad
Chad,NA,vdem_text_id,TCD,Chad,1920-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,\bchad,\bchad
Chile,NA,vdem,72,Chile,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,\bchile,\bchile
Chile,NA,vdem_text_id,CHL,Chile,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,\bchile,\bchile
China,NA,vdem,110,China,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai).*china|^p\.?r\.?c\.?$|^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china
China,NA,vdem_text_id,CHN,China,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai).*china|^p\.?r\.?c\.?$|^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china
Colombia,NA,vdem,15,Colombia,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*\bgr).*\bcolombia,colombia
Colombia,NA,vdem_text_id,COL,Colombia,1789-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*\bgr).*\bcolombia,colombia
Comoros,NA,vdem,153,Comoros,1900-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,comoro,comoro
Comoros,NA,vdem_text_id,COM,Comoros,1900-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,comoro,comoro
Costa Rica,NA,vdem,73,Costa Rica,1838-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,costa.?rica,costa.?rica
Costa Rica,NA,vdem_text_id,CRI,Costa Rica,1838-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,costa.?rica,costa.?rica
Croatia,NA,vdem,154,Croatia,1941-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,croatia,croatia
Croatia,NA,vdem_text_id,HRV,Croatia,1941-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,croatia,croatia
Cuba,NA,vdem,155,Cuba,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,\bcuba,\bcuba
Cuba,NA,vdem_text_id,CUB,Cuba,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,\bcuba,\bcuba
Cyprus,NA,vdem,156,Cyprus,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*\bn).*cyprus,cyprus
Cyprus,NA,vdem_text_id,CYP,Cyprus,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?!.*\bn).*cyprus,cyprus
Czechoslovakia,NA,vdem,157,Czechia,1918-01-01,1992-12-31,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,czechoslovakia|CZECH REP|czechoslovakia,^(?=.*rep).*czech|czechia|bohemia
Czechoslovakia,NA,vdem_text_id,CZE,Czechia,1918-01-01,1992-12-31,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,czechoslovakia|CZECH REP|czechoslovakia,^(?=.*rep).*czech|czechia|bohemia
Czech Republic,NA,vdem,157,Czechia,1993-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?=.*rep).*czech|czechia|bohemia,^(?=.*rep).*czech|czechia|bohemia
Czech Republic,NA,vdem_text_id,CZE,Czechia,1993-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,^(?=.*rep).*czech|czechia|bohemia,^(?=.*rep).*czech|czechia|bohemia
"Congo, Democratic Republic of (Zaire)",NA,vdem,111,Democratic Republic of the Congo,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,"\bdem.*congo|congo.*\bdem|congo.*\bdr|\bdr.*congo|\bd\.?r\.?c|\bd\.?r\.?o\.?c|\br\.?d\.?c|belgian.?congo|congo.?free.?state|kinshasa|zaire|l\w{1,2}opoldville|\bd.m.*congo|congo.*\bd.m|congo.*\bd[\.]?r|\bd[\.]?r.*congo|belgian.?congo|congo.?free.?state|kinshasa|zaire|l.opoldville|drc|droc|rdc",\bd.m.*congo|congo.*\bd.m|congo.*\bd[\.]?r|\bd[\.]?r.*congo|belgian.?congo|congo.?free.?state|kinshasa|zaire|l.opoldville|drc|droc|rdc
"Congo, Democratic Republic of (Zaire)",NA,vdem_text_id,COD,Democratic Republic of the Congo,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,"\bdem.*congo|congo.*\bdem|congo.*\bdr|\bdr.*congo|\bd\.?r\.?c|\bd\.?r\.?o\.?c|\br\.?d\.?c|belgian.?congo|congo.?free.?state|kinshasa|zaire|l\w{1,2}opoldville|\bd.m.*congo|congo.*\bd.m|congo.*\bd[\.]?r|\bd[\.]?r.*congo|belgian.?congo|congo.?free.?state|kinshasa|zaire|l.opoldville|drc|droc|rdc",\bd.m.*congo|congo.*\bd.m|congo.*\bd[\.]?r|\bd[\.]?r.*congo|belgian.?congo|congo.?free.?state|kinshasa|zaire|l.opoldville|drc|droc|rdc
Denmark,NA,vdem,158,Denmark,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,denmark,denmark
Denmark,NA,vdem_text_id,DNK,Denmark,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,denmark,denmark
Djibouti,NA,vdem,113,Djibouti,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,djibouti,djibouti
Djibouti,NA,vdem_text_id,DJI,Djibouti,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,djibouti,djibouti
Dominican Republic,NA,vdem,114,Dominican Republic,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,dominican|dominican.rep,dominican.rep
Dominican Republic,NA,vdem_text_id,DOM,Dominican Republic,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,dominican|dominican.rep,dominican.rep
Ecuador,NA,vdem,75,Ecuador,1830-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,ecuador,ecuador
Ecuador,NA,vdem_text_id,ECU,Ecuador,1830-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,ecuador,ecuador
Egypt,NA,vdem,13,Egypt,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,egypt,egypt
Egypt,NA,vdem_text_id,EGY,Egypt,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,egypt,egypt
El Salvador,NA,vdem,22,El Salvador,1838-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,el.?salvador,el.?salvador
El Salvador,NA,vdem_text_id,SLV,El Salvador,1838-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,el.?salvador,el.?salvador
Equatorial Guinea,NA,vdem,160,Equatorial Guinea,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,guine.*eq|eq.*guine|^(?=.*span).*guinea|EQUATORIAL G|guine.*eq|eq.*guine|^(?=.*span).*guinea,guine.*eq|eq.*guine|^(?=.*span).*guinea
Equatorial Guinea,NA,vdem_text_id,GNQ,Equatorial Guinea,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,guine.*eq|eq.*guine|^(?=.*span).*guinea|EQUATORIAL G|guine.*eq|eq.*guine|^(?=.*span).*guinea,guine.*eq|eq.*guine|^(?=.*span).*guinea
Eritrea,NA,vdem,115,Eritrea,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,eritrea,eritrea
Eritrea,NA,vdem_text_id,ERI,Eritrea,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,eritrea,eritrea
Estonia,NA,vdem,161,Estonia,1918-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,estonia,estonia
Estonia,NA,vdem_text_id,EST,Estonia,1918-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,estonia,estonia
Swaziland,NA,vdem,132,Eswatini,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,swaziland|eswatini,swaziland|eswatini
Swaziland,NA,vdem_text_id,SWZ,Eswatini,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,swaziland|eswatini,swaziland|eswatini
Ethiopia,NA,vdem,38,Ethiopia,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,ethiopia|abyssinia,ethiopia|abyssinia
Ethiopia,NA,vdem_text_id,ETH,Ethiopia,1789-01-01,NA,NA,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,ethiopia|abyssinia,ethiopia|abyssinia
Fiji,NA,vdem,162,Fiji,1900-01-01,NA,1,V-Dem 2024,TRUE,TRUE,TRUE,NA,NA,NA,NA,vdem,fiji,fiji
